DeliveryDate,Version,inputFolder,inputFilename,imageXyPixelSize,imageZPixelSize,memChannel,nucChannel,structureChannel,structureProteinName,lightChannel,timePoint,outputSegmentationPath,outputNucSegWholeFilename,outputCellSegWholeFilename,SegmentationXyPixelSize,SegmentationZPixelSize,outputNucSegWholeSegScaleFilename,outputCellSegWholeSegScaleFilename,structureSegOutputFolder,structureSegOutputFilename
2016_11_08,2.2,\\aibsdata\aics\AssayDevelopment\MicroscopyData\Sue\2016\20160719,20160719_S01_022.czi,0.065,0.29,1,3,2,Lamin B1,4,1,\\aibsdata\aics\AssayDevelopment\Analysis\toAnimatedCell\2016_11_08_Nuc_Cell_Seg_8_cell_lines_V22\20160719_S01\nuc_cell_segmentation,20160719_S01_022.czi_nucWholeIndex.tiff,20160719_S01_022.czi_cellWholeIndex.tiff,0.065,0.29,20160719_S01_022.czi_nucWholeIndex.tiff,20160719_S01_022.czi_cellWholeIndex.tiff,\\aibsdata\aics\AssayDevelopment\Analysis\toAnimatedCell\2016_11_08_Nuc_Cell_Seg_8_cell_lines_V22\20160719_S01\structure_segmentation,20160719_S01_022.czi_structSegmentation.tiff
2016_11_08,2.2,\\aibsdata\aics\AssayDevelopment\MicroscopyData\Sue\2016\20160719,20160719_S01_023.czi,0.065,0.29,1,3,2,Lamin B1,4,1,\\aibsdata\aics\AssayDevelopment\Analysis\toAnimatedCell\2016_11_08_Nuc_Cell_Seg_8_cell_lines_V22\20160719_S01\nuc_cell_segmentation,20160719_S01_023.czi_nucWholeIndex.tiff,20160719_S01_023.czi_cellWholeIndex.tiff,0.065,0.29,20160719_S01_023.czi_nucWholeIndex.tiff,20160719_S01_023.czi_cellWholeIndex.tiff,\\aibsdata\aics\AssayDevelopment\Analysis\toAnimatedCell\2016_11_08_Nuc_Cell_Seg_8_cell_lines_V22\20160719_S01\structure_segmentation,20160719_S01_023.czi_structSegmentation.tiff
2016_11_08,2.2,\\aibsdata\aics\AssayDevelopment\MicroscopyData\Sue\2016\20160719,20160719_S01_024.czi,0.065,0.29,1,3,2,Lamin B1,4,1,\\aibsdata\aics\AssayDevelopment\Analysis\toAnimatedCell\2016_11_08_Nuc_Cell_Seg_8_cell_lines_V22\20160719_S01\nuc_cell_segmentation,20160719_S01_024.czi_nucWholeIndex.tiff,20160719_S01_024.czi_cellWholeIndex.tiff,0.065,0.29,20160719_S01_024.czi_nucWholeIndex.tiff,20160719_S01_024.czi_cellWholeIndex.tiff,\\aibsdata\aics\AssayDevelopment\Analysis\toAnimatedCell\2016_11_08_Nuc_Cell_Seg_8_cell_lines_V22\20160719_S01\structure_segmentation,20160719_S01_024.czi_structSegmentation.tiff
2016_11_08,2.2,\\aibsdata\aics\AssayDevelopment\MicroscopyData\Sue\2016\20160719,20160719_S01_025.czi,0.065,0.29,1,3,2,Lamin B1,4,1,\\aibsdata\aics\AssayDevelopment\Analysis\toAnimatedCell\2016_11_08_Nuc_Cell_Seg_8_cell_lines_V22\20160719_S01\nuc_cell_segmentation,20160719_S01_025.czi_nucWholeIndex.tiff,20160719_S01_025.czi_cellWholeIndex.tiff,0.065,0.29,20160719_S01_025.czi_nucWholeIndex.tiff,20160719_S01_025.czi_cellWholeIndex.tiff,\\aibsdata\aics\AssayDevelopment\Analysis\toAnimatedCell\2016_11_08_Nuc_Cell_Seg_8_cell_lines_V22\20160719_S01\structure_segmentation,20160719_S01_025.czi_structSegmentation.tiff
2016_11_08,2.2,\\aibsdata\aics\AssayDevelopment\MicroscopyData\Sue\2016\20160719,20160719_S01_026.czi,0.065,0.29,1,3,2,Lamin B1,4,1,\\aibsdata\aics\AssayDevelopment\Analysis\toAnimatedCell\2016_11_08_Nuc_Cell_Seg_8_cell_lines_V22\20160719_S01\nuc_cell_segmentation,20160719_S01_026.czi_nucWholeIndex.tiff,20160719_S01_026.czi_cellWholeIndex.tiff,0.065,0.29,20160719_S01_026.czi_nucWholeIndex.tiff,20160719_S01_026.czi_cellWholeIndex.tiff,\\aibsdata\aics\AssayDevelopment\Analysis\toAnimatedCell\2016_11_08_Nuc_Cell_Seg_8_cell_lines_V22\20160719_S01\structure_segmentation,20160719_S01_026.czi_structSegmentation.tiff
2016_11_08,2.2,\\aibsdata\aics\AssayDevelopment\MicroscopyData\Sue\2016\20160719,20160719_S01_027.czi,0.065,0.29,1,3,2,Lamin B1,4,1,\\aibsdata\aics\AssayDevelopment\Analysis\toAnimatedCell\2016_11_08_Nuc_Cell_Seg_8_cell_lines_V22\20160719_S01\nuc_cell_segmentation,20160719_S01_027.czi_nucWholeIndex.tiff,20160719_S01_027.czi_cellWholeIndex.tiff,0.065,0.29,20160719_S01_027.czi_nucWholeIndex.tiff,20160719_S01_027.czi_cellWholeIndex.tiff,\\aibsdata\aics\AssayDevelopment\Analysis\toAnimatedCell\2016_11_08_Nuc_Cell_Seg_8_cell_lines_V22\20160719_S01\structure_segmentation,20160719_S01_027.czi_structSegmentation.tiff
2016_11_08,2.2,\\aibsdata\aics\AssayDevelopment\MicroscopyData\Sue\2016\20160719,20160719_S01_028.czi,0.065,0.29,1,3,2,Lamin B1,4,1,\\aibsdata\aics\AssayDevelopment\Analysis\toAnimatedCell\2016_11_08_Nuc_Cell_Seg_8_cell_lines_V22\20160719_S01\nuc_cell_segmentation,20160719_S01_028.czi_nucWholeIndex.tiff,20160719_S01_028.czi_cellWholeIndex.tiff,0.065,0.29,20160719_S01_028.czi_nucWholeIndex.tiff,20160719_S01_028.czi_cellWholeIndex.tiff,\\aibsdata\aics\AssayDevelopment\Analysis\toAnimatedCell\2016_11_08_Nuc_Cell_Seg_8_cell_lines_V22\20160719_S01\structure_segmentation,20160719_S01_028.czi_structSegmentation.tiff
2016_11_08,2.2,\\aibsdata\aics\AssayDevelopment\MicroscopyData\Sue\2016\20160719,20160719_S01_029.czi,0.065,0.29,1,3,2,Lamin B1,4,1,\\aibsdata\aics\AssayDevelopment\Analysis\toAnimatedCell\2016_11_08_Nuc_Cell_Seg_8_cell_lines_V22\20160719_S01\nuc_cell_segmentation,20160719_S01_029.czi_nucWholeIndex.tiff,20160719_S01_029.czi_cellWholeIndex.tiff,0.065,0.29,20160719_S01_029.czi_nucWholeIndex.tiff,20160719_S01_029.czi_cellWholeIndex.tiff,\\aibsdata\aics\AssayDevelopment\Analysis\toAnimatedCell\2016_11_08_Nuc_Cell_Seg_8_cell_lines_V22\20160719_S01\structure_segmentation,20160719_S01_029.czi_structSegmentation.tiff
2016_11_08,2.2,\\aibsdata\aics\AssayDevelopment\MicroscopyData\Sue\2016\20160719,20160719_S01_030.czi,0.065,0.29,1,3,2,Lamin B1,4,1,\\aibsdata\aics\AssayDevelopment\Analysis\toAnimatedCell\2016_11_08_Nuc_Cell_Seg_8_cell_lines_V22\20160719_S01\nuc_cell_segmentation,20160719_S01_030.czi_nucWholeIndex.tiff,20160719_S01_030.czi_cellWholeIndex.tiff,0.065,0.29,20160719_S01_030.czi_nucWholeIndex.tiff,20160719_S01_030.czi_cellWholeIndex.tiff,\\aibsdata\aics\AssayDevelopment\Analysis\toAnimatedCell\2016_11_08_Nuc_Cell_Seg_8_cell_lines_V22\20160719_S01\structure_segmentation,20160719_S01_030.czi_structSegmentation.tiff
2016_11_08,2.2,\\aibsdata\aics\AssayDevelopment\MicroscopyData\Sue\2016\20160719,20160719_S01_031.czi,0.065,0.29,1,3,2,Lamin B1,4,1,\\aibsdata\aics\AssayDevelopment\Analysis\toAnimatedCell\2016_11_08_Nuc_Cell_Seg_8_cell_lines_V22\20160719_S01\nuc_cell_segmentation,20160719_S01_031.czi_nucWholeIndex.tiff,20160719_S01_031.czi_cellWholeIndex.tiff,0.065,0.29,20160719_S01_031.czi_nucWholeIndex.tiff,20160719_S01_031.czi_cellWholeIndex.tiff,\\aibsdata\aics\AssayDevelopment\Analysis\toAnimatedCell\2016_11_08_Nuc_Cell_Seg_8_cell_lines_V22\20160719_S01\structure_segmentation,20160719_S01_031.czi_structSegmentation.tiff
2016_11_08,2.2,\\aibsdata\aics\AssayDevelopment\MicroscopyData\Sue\2016\20160719,20160719_S01_032.czi,0.065,0.29,1,3,2,Lamin B1,4,1,\\aibsdata\aics\AssayDevelopment\Analysis\toAnimatedCell\2016_11_08_Nuc_Cell_Seg_8_cell_lines_V22\20160719_S01\nuc_cell_segmentation,20160719_S01_032.czi_nucWholeIndex.tiff,20160719_S01_032.czi_cellWholeIndex.tiff,0.065,0.29,20160719_S01_032.czi_nucWholeIndex.tiff,20160719_S01_032.czi_cellWholeIndex.tiff,\\aibsdata\aics\AssayDevelopment\Analysis\toAnimatedCell\2016_11_08_Nuc_Cell_Seg_8_cell_lines_V22\20160719_S01\structure_segmentation,20160719_S01_032.czi_structSegmentation.tiff
2016_11_08,2.2,\\aibsdata\aics\AssayDevelopment\MicroscopyData\Sue\2016\20160719,20160719_S01_033.czi,0.065,0.29,1,3,2,Lamin B1,4,1,\\aibsdata\aics\AssayDevelopment\Analysis\toAnimatedCell\2016_11_08_Nuc_Cell_Seg_8_cell_lines_V22\20160719_S01\nuc_cell_segmentation,20160719_S01_033.czi_nucWholeIndex.tiff,20160719_S01_033.czi_cellWholeIndex.tiff,0.065,0.29,20160719_S01_033.czi_nucWholeIndex.tiff,20160719_S01_033.czi_cellWholeIndex.tiff,\\aibsdata\aics\AssayDevelopment\Analysis\toAnimatedCell\2016_11_08_Nuc_Cell_Seg_8_cell_lines_V22\20160719_S01\structure_segmentation,20160719_S01_033.czi_structSegmentation.tiff
2016_11_08,2.2,\\aibsdata\aics\AssayDevelopment\MicroscopyData\Sue\2016\20160719,20160719_S01_034.czi,0.065,0.29,1,3,2,Lamin B1,4,1,\\aibsdata\aics\AssayDevelopment\Analysis\toAnimatedCell\2016_11_08_Nuc_Cell_Seg_8_cell_lines_V22\20160719_S01\nuc_cell_segmentation,20160719_S01_034.czi_nucWholeIndex.tiff,20160719_S01_034.czi_cellWholeIndex.tiff,0.065,0.29,20160719_S01_034.czi_nucWholeIndex.tiff,20160719_S01_034.czi_cellWholeIndex.tiff,\\aibsdata\aics\AssayDevelopment\Analysis\toAnimatedCell\2016_11_08_Nuc_Cell_Seg_8_cell_lines_V22\20160719_S01\structure_segmentation,20160719_S01_034.czi_structSegmentation.tiff
2016_11_08,2.2,\\aibsdata\aics\AssayDevelopment\MicroscopyData\Sue\2016\20160719,20160719_S01_035.czi,0.065,0.29,1,3,2,Lamin B1,4,1,\\aibsdata\aics\AssayDevelopment\Analysis\toAnimatedCell\2016_11_08_Nuc_Cell_Seg_8_cell_lines_V22\20160719_S01\nuc_cell_segmentation,20160719_S01_035.czi_nucWholeIndex.tiff,20160719_S01_035.czi_cellWholeIndex.tiff,0.065,0.29,20160719_S01_035.czi_nucWholeIndex.tiff,20160719_S01_035.czi_cellWholeIndex.tiff,\\aibsdata\aics\AssayDevelopment\Analysis\toAnimatedCell\2016_11_08_Nuc_Cell_Seg_8_cell_lines_V22\20160719_S01\structure_segmentation,20160719_S01_035.czi_structSegmentation.tiff
2016_11_08,2.2,\\aibsdata\aics\AssayDevelopment\MicroscopyData\Sue\2016\20160719,20160719_S01_036.czi,0.065,0.29,1,3,2,Lamin B1,4,1,\\aibsdata\aics\AssayDevelopment\Analysis\toAnimatedCell\2016_11_08_Nuc_Cell_Seg_8_cell_lines_V22\20160719_S01\nuc_cell_segmentation,20160719_S01_036.czi_nucWholeIndex.tiff,20160719_S01_036.czi_cellWholeIndex.tiff,0.065,0.29,20160719_S01_036.czi_nucWholeIndex.tiff,20160719_S01_036.czi_cellWholeIndex.tiff,\\aibsdata\aics\AssayDevelopment\Analysis\toAnimatedCell\2016_11_08_Nuc_Cell_Seg_8_cell_lines_V22\20160719_S01\structure_segmentation,20160719_S01_036.czi_structSegmentation.tiff
2016_11_08,2.2,\\aibsdata\aics\AssayDevelopment\MicroscopyData\Sue\2016\20160719,20160719_S01_037.czi,0.065,0.29,1,3,2,Lamin B1,4,1,\\aibsdata\aics\AssayDevelopment\Analysis\toAnimatedCell\2016_11_08_Nuc_Cell_Seg_8_cell_lines_V22\20160719_S01\nuc_cell_segmentation,20160719_S01_037.czi_nucWholeIndex.tiff,20160719_S01_037.czi_cellWholeIndex.tiff,0.065,0.29,20160719_S01_037.czi_nucWholeIndex.tiff,20160719_S01_037.czi_cellWholeIndex.tiff,\\aibsdata\aics\AssayDevelopment\Analysis\toAnimatedCell\2016_11_08_Nuc_Cell_Seg_8_cell_lines_V22\20160719_S01\structure_segmentation,20160719_S01_037.czi_structSegmentation.tiff
