Index,DeliveryDate,Version,inputFolder,inputFilename,imageXyPixelSize,imageZPixelSize,memChannel,nucChannel,structureChannel,structureProteinName,lightChannel,timePoint,outputSegmentationPath,outputNucSegWholeFilename,outputCellSegWholeFilename,outputCellSegIndex,SegmentationXyPixelSize,SegmentationZPixelSize,outputNucSegWholeSegScaleFilename,outputCellSegWholeSegScaleFilename,structureSegOutputFolder,structureSegOutputFilename
1,2017_02_17,3,\\aibsdata\aics\Microscopy\PRODUCTION\PIPELINE_3_Minipipeline\3500000558\ZSD2\100X_zstack,3500000558_100X_20170207_D02_P03.czi,0.108,0.29,1,3,2,Tom20,4,1,\\aibsdata\aics\AssayDevelopment\Analysis\toAnimatedCell\2017_02_17_Nuc_Cell_Seg_For_Release_Group_2\3500000558\nuc_cell_segmentation,3500000558_100X_20170207_D02_P03.czi_nucWholeIndexImageScale.tiff,3500000558_100X_20170207_D02_P03.czi_cellWholeIndexImageScale.tiff,1;,0.065,0.29,3500000558_100X_20170207_D02_P03.czi_nucWholeIndexSegScale.tiff,3500000558_100X_20170207_D02_P03.czi_cellWholeIndexSegScale.tiff,,
2,2017_02_17,3,\\aibsdata\aics\Microscopy\PRODUCTION\PIPELINE_3_Minipipeline\3500000558\ZSD2\100X_zstack,3500000558_100X_20170207_D02_P04.czi,0.108,0.29,1,3,2,Tom20,4,1,\\aibsdata\aics\AssayDevelopment\Analysis\toAnimatedCell\2017_02_17_Nuc_Cell_Seg_For_Release_Group_2\3500000558\nuc_cell_segmentation,3500000558_100X_20170207_D02_P04.czi_nucWholeIndexImageScale.tiff,3500000558_100X_20170207_D02_P04.czi_cellWholeIndexImageScale.tiff,2;,0.065,0.29,3500000558_100X_20170207_D02_P04.czi_nucWholeIndexSegScale.tiff,3500000558_100X_20170207_D02_P04.czi_cellWholeIndexSegScale.tiff,,
3,2017_02_17,3,\\aibsdata\aics\Microscopy\PRODUCTION\PIPELINE_3_Minipipeline\3500000558\ZSD2\100X_zstack,3500000558_100X_20170207_D02_P05.czi,0.108,0.29,1,3,2,Tom20,4,1,\\aibsdata\aics\AssayDevelopment\Analysis\toAnimatedCell\2017_02_17_Nuc_Cell_Seg_For_Release_Group_2\3500000558\nuc_cell_segmentation,3500000558_100X_20170207_D02_P05.czi_nucWholeIndexImageScale.tiff,3500000558_100X_20170207_D02_P05.czi_cellWholeIndexImageScale.tiff,3;,0.065,0.29,3500000558_100X_20170207_D02_P05.czi_nucWholeIndexSegScale.tiff,3500000558_100X_20170207_D02_P05.czi_cellWholeIndexSegScale.tiff,,
4,2017_02_17,3,\\aibsdata\aics\Microscopy\PRODUCTION\PIPELINE_3_Minipipeline\3500000558\ZSD2\100X_zstack,3500000558_100X_20170207_D02_P07.czi,0.108,0.29,1,3,2,Tom20,4,1,\\aibsdata\aics\AssayDevelopment\Analysis\toAnimatedCell\2017_02_17_Nuc_Cell_Seg_For_Release_Group_2\3500000558\nuc_cell_segmentation,3500000558_100X_20170207_D02_P07.czi_nucWholeIndexImageScale.tiff,3500000558_100X_20170207_D02_P07.czi_cellWholeIndexImageScale.tiff,2;,0.065,0.29,3500000558_100X_20170207_D02_P07.czi_nucWholeIndexSegScale.tiff,3500000558_100X_20170207_D02_P07.czi_cellWholeIndexSegScale.tiff,,
5,2017_02_17,3,\\aibsdata\aics\Microscopy\PRODUCTION\PIPELINE_3_Minipipeline\3500000558\ZSD2\100X_zstack,3500000558_100X_20170207_D02_P08.czi,0.108,0.29,1,3,2,Tom20,4,1,\\aibsdata\aics\AssayDevelopment\Analysis\toAnimatedCell\2017_02_17_Nuc_Cell_Seg_For_Release_Group_2\3500000558\nuc_cell_segmentation,3500000558_100X_20170207_D02_P08.czi_nucWholeIndexImageScale.tiff,3500000558_100X_20170207_D02_P08.czi_cellWholeIndexImageScale.tiff,2;3;,0.065,0.29,3500000558_100X_20170207_D02_P08.czi_nucWholeIndexSegScale.tiff,3500000558_100X_20170207_D02_P08.czi_cellWholeIndexSegScale.tiff,,
6,2017_02_17,3,\\aibsdata\aics\Microscopy\PRODUCTION\PIPELINE_3_Minipipeline\3500000558\ZSD2\100X_zstack,3500000558_100X_20170207_D02_P09.czi,0.108,0.29,1,3,2,Tom20,4,1,\\aibsdata\aics\AssayDevelopment\Analysis\toAnimatedCell\2017_02_17_Nuc_Cell_Seg_For_Release_Group_2\3500000558\nuc_cell_segmentation,3500000558_100X_20170207_D02_P09.czi_nucWholeIndexImageScale.tiff,3500000558_100X_20170207_D02_P09.czi_cellWholeIndexImageScale.tiff,1;2;3;5;,0.065,0.29,3500000558_100X_20170207_D02_P09.czi_nucWholeIndexSegScale.tiff,3500000558_100X_20170207_D02_P09.czi_cellWholeIndexSegScale.tiff,,
7,2017_02_17,3,\\aibsdata\aics\Microscopy\PRODUCTION\PIPELINE_3_Minipipeline\3500000558\ZSD2\100X_zstack,3500000558_100X_20170207_D02_P12.czi,0.108,0.29,1,3,2,Tom20,4,1,\\aibsdata\aics\AssayDevelopment\Analysis\toAnimatedCell\2017_02_17_Nuc_Cell_Seg_For_Release_Group_2\3500000558\nuc_cell_segmentation,3500000558_100X_20170207_D02_P12.czi_nucWholeIndexImageScale.tiff,3500000558_100X_20170207_D02_P12.czi_cellWholeIndexImageScale.tiff,1;2;4;,0.065,0.29,3500000558_100X_20170207_D02_P12.czi_nucWholeIndexSegScale.tiff,3500000558_100X_20170207_D02_P12.czi_cellWholeIndexSegScale.tiff,,
8,2017_02_17,3,\\aibsdata\aics\Microscopy\PRODUCTION\PIPELINE_3_Minipipeline\3500000558\ZSD2\100X_zstack,3500000558_100X_20170207_D02_P13.czi,0.108,0.29,1,3,2,Tom20,4,1,\\aibsdata\aics\AssayDevelopment\Analysis\toAnimatedCell\2017_02_17_Nuc_Cell_Seg_For_Release_Group_2\3500000558\nuc_cell_segmentation,3500000558_100X_20170207_D02_P13.czi_nucWholeIndexImageScale.tiff,3500000558_100X_20170207_D02_P13.czi_cellWholeIndexImageScale.tiff,1;,0.065,0.29,3500000558_100X_20170207_D02_P13.czi_nucWholeIndexSegScale.tiff,3500000558_100X_20170207_D02_P13.czi_cellWholeIndexSegScale.tiff,,
9,2017_02_17,3,\\aibsdata\aics\Microscopy\PRODUCTION\PIPELINE_3_Minipipeline\3500000558\ZSD2\100X_zstack,3500000558_100X_20170207_D02_P15.czi,0.108,0.29,1,3,2,Tom20,4,1,\\aibsdata\aics\AssayDevelopment\Analysis\toAnimatedCell\2017_02_17_Nuc_Cell_Seg_For_Release_Group_2\3500000558\nuc_cell_segmentation,3500000558_100X_20170207_D02_P15.czi_nucWholeIndexImageScale.tiff,3500000558_100X_20170207_D02_P15.czi_cellWholeIndexImageScale.tiff,1;2;,0.065,0.29,3500000558_100X_20170207_D02_P15.czi_nucWholeIndexSegScale.tiff,3500000558_100X_20170207_D02_P15.czi_cellWholeIndexSegScale.tiff,,
10,2017_02_17,3,\\aibsdata\aics\Microscopy\PRODUCTION\PIPELINE_3_Minipipeline\3500000558\ZSD2\100X_zstack,3500000558_100X_20170207_D02_P17.czi,0.108,0.29,1,3,2,Tom20,4,1,\\aibsdata\aics\AssayDevelopment\Analysis\toAnimatedCell\2017_02_17_Nuc_Cell_Seg_For_Release_Group_2\3500000558\nuc_cell_segmentation,3500000558_100X_20170207_D02_P17.czi_nucWholeIndexImageScale.tiff,3500000558_100X_20170207_D02_P17.czi_cellWholeIndexImageScale.tiff,2;4;,0.065,0.29,3500000558_100X_20170207_D02_P17.czi_nucWholeIndexSegScale.tiff,3500000558_100X_20170207_D02_P17.czi_cellWholeIndexSegScale.tiff,,
