Index,DeliveryDate,Version,inputFolder,inputFilename,imageXyPixelSize,imageZPixelSize,memChannel,nucChannel,structureChannel,structureProteinName,lightChannel,timePoint,outputSegmentationPath,outputNucSegWholeFilename,outputCellSegWholeFilename,outputCellSegIndex,SegmentationXyPixelSize,SegmentationZPixelSize,outputNucSegWholeSegScaleFilename,outputCellSegWholeSegScaleFilename,structureSegOutputFolder,structureSegOutputFilename
1,2017_02_17,3,\\aibsdata\aics\Microscopy\PRODUCTION\PIPELINE_3_Minipipeline\3500000497\ZSD2\100X_zstack,3500000497_100X_20170130_E05_P02.czi,0.108,0.29,1,3,2,Lamin B1,4,1,\\aibsdata\aics\AssayDevelopment\Analysis\toAnimatedCell\2017_02_17_Nuc_Cell_Seg_For_Release_Group_2\3500000497\nuc_cell_segmentation,3500000497_100X_20170130_E05_P02.czi_nucWholeIndexImageScale.tiff,3500000497_100X_20170130_E05_P02.czi_cellWholeIndexImageScale.tiff,1;,0.065,0.29,3500000497_100X_20170130_E05_P02.czi_nucWholeIndexSegScale.tiff,3500000497_100X_20170130_E05_P02.czi_cellWholeIndexSegScale.tiff,,
2,2017_02_17,3,\\aibsdata\aics\Microscopy\PRODUCTION\PIPELINE_3_Minipipeline\3500000497\ZSD2\100X_zstack,3500000497_100X_20170130_E05_P04.czi,0.108,0.29,1,3,2,Lamin B1,4,1,\\aibsdata\aics\AssayDevelopment\Analysis\toAnimatedCell\2017_02_17_Nuc_Cell_Seg_For_Release_Group_2\3500000497\nuc_cell_segmentation,3500000497_100X_20170130_E05_P04.czi_nucWholeIndexImageScale.tiff,3500000497_100X_20170130_E05_P04.czi_cellWholeIndexImageScale.tiff,2;3;4;,0.065,0.29,3500000497_100X_20170130_E05_P04.czi_nucWholeIndexSegScale.tiff,3500000497_100X_20170130_E05_P04.czi_cellWholeIndexSegScale.tiff,,
3,2017_02_17,3,\\aibsdata\aics\Microscopy\PRODUCTION\PIPELINE_3_Minipipeline\3500000497\ZSD2\100X_zstack,3500000497_100X_20170130_E05_P05.czi,0.108,0.29,1,3,2,Lamin B1,4,1,\\aibsdata\aics\AssayDevelopment\Analysis\toAnimatedCell\2017_02_17_Nuc_Cell_Seg_For_Release_Group_2\3500000497\nuc_cell_segmentation,3500000497_100X_20170130_E05_P05.czi_nucWholeIndexImageScale.tiff,3500000497_100X_20170130_E05_P05.czi_cellWholeIndexImageScale.tiff,2;3;,0.065,0.29,3500000497_100X_20170130_E05_P05.czi_nucWholeIndexSegScale.tiff,3500000497_100X_20170130_E05_P05.czi_cellWholeIndexSegScale.tiff,,
4,2017_02_17,3,\\aibsdata\aics\Microscopy\PRODUCTION\PIPELINE_3_Minipipeline\3500000497\ZSD2\100X_zstack,3500000497_100X_20170130_E05_P06.czi,0.108,0.29,1,3,2,Lamin B1,4,1,\\aibsdata\aics\AssayDevelopment\Analysis\toAnimatedCell\2017_02_17_Nuc_Cell_Seg_For_Release_Group_2\3500000497\nuc_cell_segmentation,3500000497_100X_20170130_E05_P06.czi_nucWholeIndexImageScale.tiff,3500000497_100X_20170130_E05_P06.czi_cellWholeIndexImageScale.tiff,1;,0.065,0.29,3500000497_100X_20170130_E05_P06.czi_nucWholeIndexSegScale.tiff,3500000497_100X_20170130_E05_P06.czi_cellWholeIndexSegScale.tiff,,
5,2017_02_17,3,\\aibsdata\aics\Microscopy\PRODUCTION\PIPELINE_3_Minipipeline\3500000497\ZSD2\100X_zstack,3500000497_100X_20170130_E05_P07.czi,0.108,0.29,1,3,2,Lamin B1,4,1,\\aibsdata\aics\AssayDevelopment\Analysis\toAnimatedCell\2017_02_17_Nuc_Cell_Seg_For_Release_Group_2\3500000497\nuc_cell_segmentation,3500000497_100X_20170130_E05_P07.czi_nucWholeIndexImageScale.tiff,3500000497_100X_20170130_E05_P07.czi_cellWholeIndexImageScale.tiff,2;6;,0.065,0.29,3500000497_100X_20170130_E05_P07.czi_nucWholeIndexSegScale.tiff,3500000497_100X_20170130_E05_P07.czi_cellWholeIndexSegScale.tiff,,
6,2017_02_17,3,\\aibsdata\aics\Microscopy\PRODUCTION\PIPELINE_3_Minipipeline\3500000497\ZSD2\100X_zstack,3500000497_100X_20170130_E05_P08.czi,0.108,0.29,1,3,2,Lamin B1,4,1,\\aibsdata\aics\AssayDevelopment\Analysis\toAnimatedCell\2017_02_17_Nuc_Cell_Seg_For_Release_Group_2\3500000497\nuc_cell_segmentation,3500000497_100X_20170130_E05_P08.czi_nucWholeIndexImageScale.tiff,3500000497_100X_20170130_E05_P08.czi_cellWholeIndexImageScale.tiff,1;,0.065,0.29,3500000497_100X_20170130_E05_P08.czi_nucWholeIndexSegScale.tiff,3500000497_100X_20170130_E05_P08.czi_cellWholeIndexSegScale.tiff,,
7,2017_02_17,3,\\aibsdata\aics\Microscopy\PRODUCTION\PIPELINE_3_Minipipeline\3500000497\ZSD2\100X_zstack,3500000497_100X_20170130_E05_P09.czi,0.108,0.29,1,3,2,Lamin B1,4,1,\\aibsdata\aics\AssayDevelopment\Analysis\toAnimatedCell\2017_02_17_Nuc_Cell_Seg_For_Release_Group_2\3500000497\nuc_cell_segmentation,3500000497_100X_20170130_E05_P09.czi_nucWholeIndexImageScale.tiff,3500000497_100X_20170130_E05_P09.czi_cellWholeIndexImageScale.tiff,1;2;3;4;5;,0.065,0.29,3500000497_100X_20170130_E05_P09.czi_nucWholeIndexSegScale.tiff,3500000497_100X_20170130_E05_P09.czi_cellWholeIndexSegScale.tiff,,
8,2017_02_17,3,\\aibsdata\aics\Microscopy\PRODUCTION\PIPELINE_3_Minipipeline\3500000497\ZSD2\100X_zstack,3500000497_100X_20170130_E05_P10.czi,0.108,0.29,1,3,2,Lamin B1,4,1,\\aibsdata\aics\AssayDevelopment\Analysis\toAnimatedCell\2017_02_17_Nuc_Cell_Seg_For_Release_Group_2\3500000497\nuc_cell_segmentation,3500000497_100X_20170130_E05_P10.czi_nucWholeIndexImageScale.tiff,3500000497_100X_20170130_E05_P10.czi_cellWholeIndexImageScale.tiff,2;,0.065,0.29,3500000497_100X_20170130_E05_P10.czi_nucWholeIndexSegScale.tiff,3500000497_100X_20170130_E05_P10.czi_cellWholeIndexSegScale.tiff,,
9,2017_02_17,3,\\aibsdata\aics\Microscopy\PRODUCTION\PIPELINE_3_Minipipeline\3500000497\ZSD2\100X_zstack,3500000497_100X_20170130_E05_P11.czi,0.108,0.29,1,3,2,Lamin B1,4,1,\\aibsdata\aics\AssayDevelopment\Analysis\toAnimatedCell\2017_02_17_Nuc_Cell_Seg_For_Release_Group_2\3500000497\nuc_cell_segmentation,3500000497_100X_20170130_E05_P11.czi_nucWholeIndexImageScale.tiff,3500000497_100X_20170130_E05_P11.czi_cellWholeIndexImageScale.tiff,3;5;6;,0.065,0.29,3500000497_100X_20170130_E05_P11.czi_nucWholeIndexSegScale.tiff,3500000497_100X_20170130_E05_P11.czi_cellWholeIndexSegScale.tiff,,
10,2017_02_17,3,\\aibsdata\aics\Microscopy\PRODUCTION\PIPELINE_3_Minipipeline\3500000497\ZSD2\100X_zstack,3500000497_100X_20170130_E05_P12.czi,0.108,0.29,1,3,2,Lamin B1,4,1,\\aibsdata\aics\AssayDevelopment\Analysis\toAnimatedCell\2017_02_17_Nuc_Cell_Seg_For_Release_Group_2\3500000497\nuc_cell_segmentation,3500000497_100X_20170130_E05_P12.czi_nucWholeIndexImageScale.tiff,3500000497_100X_20170130_E05_P12.czi_cellWholeIndexImageScale.tiff,1;3;4;5;,0.065,0.29,3500000497_100X_20170130_E05_P12.czi_nucWholeIndexSegScale.tiff,3500000497_100X_20170130_E05_P12.czi_cellWholeIndexSegScale.tiff,,
11,2017_02_17,3,\\aibsdata\aics\Microscopy\PRODUCTION\PIPELINE_3_Minipipeline\3500000497\ZSD2\100X_zstack,3500000497_100X_20170130_E05_P13.czi,0.108,0.29,1,3,2,Lamin B1,4,1,\\aibsdata\aics\AssayDevelopment\Analysis\toAnimatedCell\2017_02_17_Nuc_Cell_Seg_For_Release_Group_2\3500000497\nuc_cell_segmentation,3500000497_100X_20170130_E05_P13.czi_nucWholeIndexImageScale.tiff,3500000497_100X_20170130_E05_P13.czi_cellWholeIndexImageScale.tiff,1;2;3;4;,0.065,0.29,3500000497_100X_20170130_E05_P13.czi_nucWholeIndexSegScale.tiff,3500000497_100X_20170130_E05_P13.czi_cellWholeIndexSegScale.tiff,,
12,2017_02_17,3,\\aibsdata\aics\Microscopy\PRODUCTION\PIPELINE_3_Minipipeline\3500000497\ZSD2\100X_zstack,3500000497_100X_20170130_E06_P14.czi,0.108,0.29,1,3,2,Lamin B1,4,1,\\aibsdata\aics\AssayDevelopment\Analysis\toAnimatedCell\2017_02_17_Nuc_Cell_Seg_For_Release_Group_2\3500000497\nuc_cell_segmentation,3500000497_100X_20170130_E06_P14.czi_nucWholeIndexImageScale.tiff,3500000497_100X_20170130_E06_P14.czi_cellWholeIndexImageScale.tiff,2;,0.065,0.29,3500000497_100X_20170130_E06_P14.czi_nucWholeIndexSegScale.tiff,3500000497_100X_20170130_E06_P14.czi_cellWholeIndexSegScale.tiff,,
13,2017_02_17,3,\\aibsdata\aics\Microscopy\PRODUCTION\PIPELINE_3_Minipipeline\3500000497\ZSD2\100X_zstack,3500000497_100X_20170130_E06_P16.czi,0.108,0.29,1,3,2,Lamin B1,4,1,\\aibsdata\aics\AssayDevelopment\Analysis\toAnimatedCell\2017_02_17_Nuc_Cell_Seg_For_Release_Group_2\3500000497\nuc_cell_segmentation,3500000497_100X_20170130_E06_P16.czi_nucWholeIndexImageScale.tiff,3500000497_100X_20170130_E06_P16.czi_cellWholeIndexImageScale.tiff,1;2;,0.065,0.29,3500000497_100X_20170130_E06_P16.czi_nucWholeIndexSegScale.tiff,3500000497_100X_20170130_E06_P16.czi_cellWholeIndexSegScale.tiff,,
14,2017_02_17,3,\\aibsdata\aics\Microscopy\PRODUCTION\PIPELINE_3_Minipipeline\3500000497\ZSD2\100X_zstack,3500000497_100X_20170130_E06_P17.czi,0.108,0.29,1,3,2,Lamin B1,4,1,\\aibsdata\aics\AssayDevelopment\Analysis\toAnimatedCell\2017_02_17_Nuc_Cell_Seg_For_Release_Group_2\3500000497\nuc_cell_segmentation,3500000497_100X_20170130_E06_P17.czi_nucWholeIndexImageScale.tiff,3500000497_100X_20170130_E06_P17.czi_cellWholeIndexImageScale.tiff,2;4;,0.065,0.29,3500000497_100X_20170130_E06_P17.czi_nucWholeIndexSegScale.tiff,3500000497_100X_20170130_E06_P17.czi_cellWholeIndexSegScale.tiff,,
15,2017_02_17,3,\\aibsdata\aics\Microscopy\PRODUCTION\PIPELINE_3_Minipipeline\3500000497\ZSD2\100X_zstack,3500000497_100X_20170130_E06_P19.czi,0.108,0.29,1,3,2,Lamin B1,4,1,\\aibsdata\aics\AssayDevelopment\Analysis\toAnimatedCell\2017_02_17_Nuc_Cell_Seg_For_Release_Group_2\3500000497\nuc_cell_segmentation,3500000497_100X_20170130_E06_P19.czi_nucWholeIndexImageScale.tiff,3500000497_100X_20170130_E06_P19.czi_cellWholeIndexImageScale.tiff,1;,0.065,0.29,3500000497_100X_20170130_E06_P19.czi_nucWholeIndexSegScale.tiff,3500000497_100X_20170130_E06_P19.czi_cellWholeIndexSegScale.tiff,,
16,2017_02_17,3,\\aibsdata\aics\Microscopy\PRODUCTION\PIPELINE_3_Minipipeline\3500000497\ZSD2\100X_zstack,3500000497_100X_20170130_E06_P20.czi,0.108,0.29,1,3,2,Lamin B1,4,1,\\aibsdata\aics\AssayDevelopment\Analysis\toAnimatedCell\2017_02_17_Nuc_Cell_Seg_For_Release_Group_2\3500000497\nuc_cell_segmentation,3500000497_100X_20170130_E06_P20.czi_nucWholeIndexImageScale.tiff,3500000497_100X_20170130_E06_P20.czi_cellWholeIndexImageScale.tiff,1;2;4;,0.065,0.29,3500000497_100X_20170130_E06_P20.czi_nucWholeIndexSegScale.tiff,3500000497_100X_20170130_E06_P20.czi_cellWholeIndexSegScale.tiff,,
17,2017_02_17,3,\\aibsdata\aics\Microscopy\PRODUCTION\PIPELINE_3_Minipipeline\3500000497\ZSD2\100X_zstack,3500000497_100X_20170130_E06_P21.czi,0.108,0.29,1,3,2,Lamin B1,4,1,\\aibsdata\aics\AssayDevelopment\Analysis\toAnimatedCell\2017_02_17_Nuc_Cell_Seg_For_Release_Group_2\3500000497\nuc_cell_segmentation,3500000497_100X_20170130_E06_P21.czi_nucWholeIndexImageScale.tiff,3500000497_100X_20170130_E06_P21.czi_cellWholeIndexImageScale.tiff,1;3;4;,0.065,0.29,3500000497_100X_20170130_E06_P21.czi_nucWholeIndexSegScale.tiff,3500000497_100X_20170130_E06_P21.czi_cellWholeIndexSegScale.tiff,,
18,2017_02_17,3,\\aibsdata\aics\Microscopy\PRODUCTION\PIPELINE_3_Minipipeline\3500000497\ZSD2\100X_zstack,3500000497_100X_20170130_E06_P22.czi,0.108,0.29,1,3,2,Lamin B1,4,1,\\aibsdata\aics\AssayDevelopment\Analysis\toAnimatedCell\2017_02_17_Nuc_Cell_Seg_For_Release_Group_2\3500000497\nuc_cell_segmentation,3500000497_100X_20170130_E06_P22.czi_nucWholeIndexImageScale.tiff,3500000497_100X_20170130_E06_P22.czi_cellWholeIndexImageScale.tiff,1;2;3;4;,0.065,0.29,3500000497_100X_20170130_E06_P22.czi_nucWholeIndexSegScale.tiff,3500000497_100X_20170130_E06_P22.czi_cellWholeIndexSegScale.tiff,,
19,2017_02_17,3,\\aibsdata\aics\Microscopy\PRODUCTION\PIPELINE_3_Minipipeline\3500000497\ZSD2\100X_zstack,3500000497_100X_20170130_E06_P24.czi,0.108,0.29,1,3,2,Lamin B1,4,1,\\aibsdata\aics\AssayDevelopment\Analysis\toAnimatedCell\2017_02_17_Nuc_Cell_Seg_For_Release_Group_2\3500000497\nuc_cell_segmentation,3500000497_100X_20170130_E06_P24.czi_nucWholeIndexImageScale.tiff,3500000497_100X_20170130_E06_P24.czi_cellWholeIndexImageScale.tiff,4;,0.065,0.29,3500000497_100X_20170130_E06_P24.czi_nucWholeIndexSegScale.tiff,3500000497_100X_20170130_E06_P24.czi_cellWholeIndexSegScale.tiff,,
20,2017_02_17,3,\\aibsdata\aics\Microscopy\PRODUCTION\PIPELINE_3_Minipipeline\3500000497\ZSD2\100X_zstack,3500000497_100X_20170130_E06_P26.czi,0.108,0.29,1,3,2,Lamin B1,4,1,\\aibsdata\aics\AssayDevelopment\Analysis\toAnimatedCell\2017_02_17_Nuc_Cell_Seg_For_Release_Group_2\3500000497\nuc_cell_segmentation,3500000497_100X_20170130_E06_P26.czi_nucWholeIndexImageScale.tiff,3500000497_100X_20170130_E06_P26.czi_cellWholeIndexImageScale.tiff,1;,0.065,0.29,3500000497_100X_20170130_E06_P26.czi_nucWholeIndexSegScale.tiff,3500000497_100X_20170130_E06_P26.czi_cellWholeIndexSegScale.tiff,,
21,2017_02_17,3,\\aibsdata\aics\Microscopy\PRODUCTION\PIPELINE_3_Minipipeline\3500000497\ZSD2\100X_zstack,3500000497_100X_20170130_E06_P27.czi,0.108,0.29,1,3,2,Lamin B1,4,1,\\aibsdata\aics\AssayDevelopment\Analysis\toAnimatedCell\2017_02_17_Nuc_Cell_Seg_For_Release_Group_2\3500000497\nuc_cell_segmentation,3500000497_100X_20170130_E06_P27.czi_nucWholeIndexImageScale.tiff,3500000497_100X_20170130_E06_P27.czi_cellWholeIndexImageScale.tiff,1;3;,0.065,0.29,3500000497_100X_20170130_E06_P27.czi_nucWholeIndexSegScale.tiff,3500000497_100X_20170130_E06_P27.czi_cellWholeIndexSegScale.tiff,,
22,2017_02_17,3,\\aibsdata\aics\Microscopy\PRODUCTION\PIPELINE_3_Minipipeline\3500000497\ZSD2\100X_zstack,3500000497_100X_20170130_E06_P28.czi,0.108,0.29,1,3,2,Lamin B1,4,1,\\aibsdata\aics\AssayDevelopment\Analysis\toAnimatedCell\2017_02_17_Nuc_Cell_Seg_For_Release_Group_2\3500000497\nuc_cell_segmentation,3500000497_100X_20170130_E06_P28.czi_nucWholeIndexImageScale.tiff,3500000497_100X_20170130_E06_P28.czi_cellWholeIndexImageScale.tiff,3;4;5;6;,0.065,0.29,3500000497_100X_20170130_E06_P28.czi_nucWholeIndexSegScale.tiff,3500000497_100X_20170130_E06_P28.czi_cellWholeIndexSegScale.tiff,,
23,2017_02_17,3,\\aibsdata\aics\Microscopy\PRODUCTION\PIPELINE_3_Minipipeline\3500000497\ZSD2\100X_zstack,3500000497_100X_20170130_E06_P29.czi,0.108,0.29,1,3,2,Lamin B1,4,1,\\aibsdata\aics\AssayDevelopment\Analysis\toAnimatedCell\2017_02_17_Nuc_Cell_Seg_For_Release_Group_2\3500000497\nuc_cell_segmentation,3500000497_100X_20170130_E06_P29.czi_nucWholeIndexImageScale.tiff,3500000497_100X_20170130_E06_P29.czi_cellWholeIndexImageScale.tiff,1;2;4;5;,0.065,0.29,3500000497_100X_20170130_E06_P29.czi_nucWholeIndexSegScale.tiff,3500000497_100X_20170130_E06_P29.czi_cellWholeIndexSegScale.tiff,,
