im_id,com_x,com_y,com_z,angle_deg,flip_x,flip_y,flip_z
20160929_I01_003_1,222.505744391178,138.60869345748,30.1282125612225,47.5945051413452,0,0,0
20160929_I01_003_2,248.423706583962,155.6031552545,31.4661509632578,198.078339481978,0,0,0
20160929_I01_003_3,173.519227581176,144.430756946133,25.5297020401848,139.276985518868,0,1,0
20160929_I01_003_9,230.450074515648,122.748538845331,20.6741635888464,128.737010882671,0,0,0
20160929_I01_004_2,219.703167278517,137.035084002874,23.1558066044844,11.3186060124902,1,1,0
20160929_I01_004_3,215.238395997026,97.9615859172478,24.5422321805357,148.147933704882,0,0,0
20160929_I01_004_5,129.218366026751,126.014730112826,26.8832493007858,165.065172170733,1,1,0
20160929_I01_005_3,301.119733851894,98.4067073335417,19.4062578372476,213.731497557069,0,0,0
20160929_I01_005_4,108.786346218803,222.416478578028,18.4691448882765,94.9626899595991,0,1,0
20160929_I01_005_5,178.691677103094,126.205702428825,20.7469522989204,-2.02674601762,0,0,0
20160929_I01_005_6,161.842858019376,184.004686352875,18.4097014909584,66.9901756555464,0,1,0
20160929_I01_005_8,178.80845761441,219.44649954275,19.7215887174019,119.217012209296,0,1,0
20160929_I01_006_1,156.833949549124,195.310059543642,30.2897647273783,254.950776802459,0,0,0
20160929_I01_006_2,142.171564241965,234.598618246448,30.0439719580028,96.4276584853048,1,0,0
20160929_I01_006_3,97.6164353137146,222.079268950739,29.667776118119,88.5900067205183,0,0,0
20160929_I01_006_4,147.885813141667,119.365341549963,24.6827314940598,56.7627693467489,0,0,0
20160929_I01_006_5,129.935976017562,88.237456036131,32.0104805142691,192.658170698947,0,1,0
20160929_I01_007_2,157.42795176323,228.502482546417,18.9281343605403,229.064392755071,0,1,0
20160929_I01_007_3,204.945883509778,175.435123976701,24.2144113119481,213.179275868148,0,1,0
20160929_I01_007_4,224.390433923179,127.865886527961,21.1925437958742,-11.1324290744681,0,1,0
20160929_I01_007_5,209.020319163862,114.832870456681,29.3134959455849,27.8906184528016,0,1,0
20160929_I01_007_6,171.78746773731,154.858986712551,26.6488863397381,142.376794492998,0,1,0
20160929_I01_008_1,184.39089042725,154.081986572028,18.6531135118444,203.358486905866,0,0,0
20160929_I01_008_6,152.953634713405,171.069144712875,41.6847901559002,-58.1289782229567,0,1,0
20160929_I01_010_1,210.231423474697,283.894796479615,25.2703618982899,-74.2146486587575,0,0,0
20160929_I01_010_2,223.035404818008,172.509458423628,21.7672994363114,148.933730744047,1,0,0
20160929_I01_010_4,186.228320709145,216.25924094082,26.8855259340559,125.470668723887,0,1,0
20160929_I01_010_6,178.352016391954,309.469941893576,25.692114364007,-54.3036880491988,0,1,0
20160929_I01_012_3,398.625713211038,165.162516093768,28.5136869473715,196.072897765867,0,0,0
20160929_I01_013_1,145.080064788132,191.545570734413,23.3288520202081,62.4142456894319,0,0,0
20160929_I01_013_3,155.355436272353,156.65641711716,32.2048558725265,-73.7722553172089,0,1,0
20160929_I01_013_5,165.678401262066,154.722621430493,30.1850603903831,195.931832143052,1,0,0
20160929_I01_013_8,82.6217268135353,120.966760642605,34.2571054654984,242.556369453236,0,1,0
20160929_I01_013_10,102.759977082605,134.266438368765,40.0979219284252,232.74397897267,0,0,0
20160929_I01_014_2,260.960502188572,156.586078906897,23.3546923323926,-14.6605450438072,0,0,0
20160929_I01_015_3,182.130341472139,131.011316015169,21.5595615044122,-42.1588453579074,0,0,0
20160929_I01_015_4,127.694583935118,202.801370218124,24.2451949783357,254.059772163115,1,1,0
20160929_I01_015_8,176.432583201079,194.935534394931,34.4216819130156,125.937370036182,0,1,0
20160929_I01_016_1,201.030647169237,211.693530234763,23.3511213977098,233.341846688139,0,0,0
20160929_I01_016_2,152.033987947337,216.716680992709,23.913343886068,71.4716236560911,0,0,0
20160929_I01_016_3,135.368294274546,209.069407434158,21.9565569979536,42.5113629639879,0,0,0
20160929_I01_016_4,209.603520200838,289.238915897847,22.4123198716501,-67.705852262442,0,1,0
20160929_I01_017_1,280.99016177158,235.091182728055,25.4310035255108,207.267559336465,0,1,0
20160929_I01_017_3,193.42421938895,201.667719811452,29.3961526845011,107.479268316273,0,1,0
20160929_I01_017_4,224.529842744574,227.585451038831,31.7895429853808,49.833090375464,1,1,0
20160929_I01_017_5,159.05651418939,129.282463445916,34.2449679811156,91.6555795973122,0,1,0
20160929_I01_017_7,218.528073422215,125.249356044869,33.9116384031423,3.39632542731978,0,1,0
20160929_I01_017_8,129.343135880941,97.5938309501313,32.4703866619048,221.018997643614,0,0,0
20160929_I01_018_1,236.789597343792,191.567611906769,21.0905043868237,-17.5899662926153,0,0,0
20160929_I01_018_2,251.634821624267,262.832737388308,25.5448245806297,-2.44123963013225,0,1,0
20160929_I01_019_5,103.136607974526,265.793745204164,31.2180664010406,-85.0737087768226,0,0,0
20160929_I01_020_2,178.296413435468,230.789785200979,29.9821764194899,81.3481148630972,1,1,0
20160929_I01_020_3,119.653364643651,223.333617751589,25.3905062644944,261.664211467432,1,0,0
20160929_I01_020_5,164.44783552807,105.409346150427,27.5848379027035,-7.56178914152313,1,0,0
20160929_I01_020_8,225.808216112065,130.195997528257,33.08476747939,182.158415378265,0,0,0
20160929_I01_020_10,135.70447195306,229.488934221439,32.6598472086997,84.4063978788614,0,0,0
20160929_I01_021_1,146.791841487355,175.060736556449,22.1978857923708,-25.9276791310218,0,0,0
20160929_I01_021_4,144.161766542602,150.614663735751,21.8859690755127,16.7244190835804,0,0,0
20160929_I01_021_5,281.790489128702,187.090756792037,23.9367557673051,203.36892429877,0,1,0
20160929_I01_021_7,205.619165101443,156.749990693267,22.3537438448652,48.7122095108075,0,1,0
20160929_I01_022_1,182.373494454343,184.359302269368,22.9108102321855,-82.7533317703785,0,1,0
20160929_I01_022_2,219.627302585886,164.269723488056,24.5857204948627,206.551896364923,0,0,0
20160929_I01_022_3,142.934038283864,210.432731055778,21.9504115235672,102.647558334818,0,1,0
20160929_I01_022_4,138.431563555039,152.044822132687,23.645168542401,61.0820868937899,0,0,0
20160929_I01_022_6,153.83990826705,112.553489128266,21.5083197647065,25.0163278586012,0,1,0
20160929_I01_022_7,201.179618879168,288.702720131866,23.969510065866,263.702939437603,0,1,0
20160929_I01_023_1,170.649624708206,208.097927814688,19.8952271502963,-58.5185372272956,0,0,0
20160929_I01_023_4,278.441785842323,119.719860006318,20.5585584626252,172.422956507136,0,1,0
20160929_I01_023_5,280.353381491888,159.902181148098,19.0819699698016,183.232217230565,0,0,0
20160929_I01_024_1,150.144692756727,174.29185736244,27.9884330420365,230.019380617782,1,1,0
20160929_I01_024_3,169.262995484057,315.168983921922,26.9782050271268,73.0739100922854,1,0,0
20160929_I01_024_4,273.422623381898,249.389372163001,29.129216398547,226.168535065906,0,0,0
20160929_I01_024_5,208.417159942825,272.609246264624,30.0033681531035,237.319034271022,0,1,0
20160929_I01_024_6,90.7705403281411,147.27569301829,33.4793336348337,257.352309668843,1,0,0
20160929_I01_024_8,79.0704628517911,178.448547531545,29.5219561547322,89.734073784052,0,0,0
20160929_I01_024_9,227.654139680239,328.095975436689,28.6211822697284,238.278491267216,0,1,0
20160929_I01_024_10,247.761177422618,267.144042079709,36.752797623242,245.935110606455,0,1,0
20160929_I01_025_1,145.12678680951,180.874947420861,31.4006636133559,-69.2155676469603,0,0,0
20160929_I01_025_2,114.843245655008,141.642821787355,33.0245083344372,-85.8740074424006,0,1,0
20160929_I01_025_6,115.539629399569,198.220238623438,32.7895668799058,258.024422044767,0,1,0
20160929_I01_025_7,171.68206745292,365.425605464476,42.984220623731,71.3397128514436,1,1,0
20160929_I01_025_8,190.288472967319,227.587616694783,39.4304068693685,231.435122293217,0,0,0
20160929_I01_026_1,167.930787437658,329.668758177407,27.4014160803214,116.023731797543,1,1,0
20160929_I01_026_2,163.332166314034,114.514807131683,26.725192799399,-1.77553133722922,0,1,0
20160929_I01_026_3,197.353847145251,162.301665319258,27.3690689599956,235.695621427701,0,0,0
20160929_I01_026_5,198.653475687746,283.850696919819,26.4122874381448,-53.9946611150853,0,0,0
20160929_I01_026_8,122.676319211932,254.937566459662,33.047823285489,-75.650949516715,0,1,0
20160929_I01_026_9,221.880932323739,242.269403368403,27.3430175430115,-55.2575997727729,0,0,0
20160929_I01_027_4,128.216065641198,379.923762599483,24.6427445811075,-78.9164388659377,0,0,0
20160929_I01_028_1,142.108011314635,168.171876680133,20.1820896963526,90.6239253974482,1,0,0
20160929_I01_028_2,160.500300204907,196.764892432393,23.1473430120326,67.7970900935782,0,0,0
20160929_I01_028_3,256.07051643144,254.680442650598,25.285138922624,215.964167051454,0,1,0
20160929_I01_028_4,150.762051022204,211.379353231785,28.0800785716283,84.7313217529975,0,0,0
20160929_I01_028_6,137.366121889455,240.24412572287,30.4736934992017,93.8278784722008,1,0,0
20160929_I01_028_10,240.043243274347,96.5350671881946,44.6158598952437,-0.0750194527211653,0,0,0
20160929_I01_029_1,267.114640738991,219.574047831488,24.6470568939275,40.6947216058149,1,0,0
20160929_I01_029_3,177.941014182782,211.677433192915,22.7609806775857,239.907581641522,0,1,0
20160929_I01_029_6,118.931972487242,158.079838029732,23.3183891723985,246.8985267975,0,1,0
20160929_I01_029_8,176.213760794771,147.019161682334,24.1555301754944,220.175141519719,0,0,0
20160929_I01_029_9,112.817785066158,184.399222086295,25.2817657477803,-88.9281564744352,1,0,0
20160929_I01_030_1,122.161980722522,137.480061573281,27.7690507781904,-43.6312387961469,0,1,0
20160929_I01_030_2,195.694483893424,239.57648376685,26.088500727802,146.728810872723,0,1,0
20160929_I01_031_1,141.968504611715,182.773362764218,25.4278217831963,100.103848666625,0,1,0
20160929_I01_031_2,194.270846802574,141.071565321265,23.0688001346775,189.648300977178,0,0,0
20160929_I01_031_5,237.000648958493,257.000040943754,34.2599314192129,-69.1290514042903,0,1,0
20160929_I01_031_7,220.025636341794,173.100029128466,30.1811626043153,47.3802828337922,1,0,0
20160929_I01_032_2,152.90890544225,120.70929961653,25.1278400802621,20.5067262487565,0,0,0
20160929_I01_032_3,124.335284525426,114.42176784103,23.9151509497934,7.94777925280551,0,0,0
20160929_I01_032_4,165.574295693359,192.321811723178,24.4413923041979,49.9184561825315,0,1,0
20160929_I01_032_8,187.524541208021,118.334992638295,22.6922434796326,166.901703853743,0,1,0
20160929_I01_034_1,142.55814575328,119.71699332938,26.6635277056434,-48.5821733684814,1,1,0
20160929_I01_034_2,204.158017147356,245.204671583109,25.5545022042129,38.6007616436888,0,1,0
20160929_I01_034_3,294.410910975995,135.233854075141,25.1378360805539,179.918706951531,0,0,0
20160929_I01_034_4,203.348470380799,141.24515423182,26.6173155775237,-64.0202387271378,0,1,0
20160929_I01_034_5,231.323583496425,267.120605503854,22.4627790869513,-35.9028568946919,0,1,0
20160929_I01_034_6,137.985006687845,238.278809981608,24.9018663267012,-61.0042926934957,0,0,0
20160929_I01_034_8,241.926010386092,191.779890494468,30.020754120569,-24.1954727831639,0,1,0
20160929_I01_035_2,153.617071075752,164.665408063451,27.1824179755036,228.563736675998,0,1,0
20160929_I01_035_3,159.367811740603,215.037063429543,25.5731901828537,-47.9107873450118,0,0,0
20160929_I01_035_4,230.070626322815,183.930831385216,28.0465483292896,129.473891147927,0,1,0
20160929_I01_035_5,327.381336536336,114.427630674722,24.1903037473931,159.36245012882,0,0,0
20160929_I01_035_7,232.112496704178,147.887191115517,30.9405486357932,180.150026512215,0,0,0
20160929_I01_035_10,215.097594915286,116.007545943216,26.9627108445063,0.412064024431329,0,0,0
20160929_I01_036_3,139.812419853093,83.8797665957301,28.4533671998352,-16.6604167914828,0,1,0
20160929_I01_036_6,206.949276655434,101.444645258213,33.6332937700237,-19.5999191548657,0,0,0
20160929_I01_036_7,144.280972889685,250.62806704621,34.1471277105349,77.6857236128028,0,0,0
20160929_I01_038_1,210.175631822769,195.986636355992,31.3547610310981,73.6422929772442,0,1,0
20160929_I01_038_3,213.325065855436,141.031205823925,26.2894432024113,-3.91194413204955,1,1,0
20160929_I01_039_4,183.824919408026,174.962572639779,21.538097581949,51.1958250108798,0,0,0
20160929_I01_040_1,183.448160409545,279.170209049564,23.6511111981743,245.027706968013,0,1,0
20160929_I01_040_2,114.499725652411,235.762546593534,26.8943852893,67.4841917128224,0,0,0
20160929_I01_040_3,235.174349605565,259.233891967684,29.6008489613152,147.006102805396,0,0,0
20160929_I01_040_4,217.958773934667,321.480821053143,30.8152058181919,127.696760496596,1,0,0
20160929_I01_040_5,133.772829341317,278.119368634526,30.1645203183377,88.4201743836072,0,1,0
20160929_I01_040_6,141.291998586956,313.143909255972,31.2434150128366,257.919988306673,0,1,0
20160930_S01_001_2,174.221545152113,145.776740471649,22.579854126113,-31.2463945033012,1,0,0
20160930_S01_001_3,132.515668488686,214.561384996526,26.7789065264979,-79.644058371228,1,0,0
20160930_S01_001_4,91.051888789689,133.7075805636,25.7774995342445,88.54421972407,0,1,0
20160930_S01_001_5,149.690269013422,226.180550040951,24.5730479641218,82.8220638425541,1,0,0
20160930_S01_001_6,109.014653065163,98.0999421060531,26.2264645024337,63.1881930069424,0,1,0
20160930_S01_001_7,164.156068016455,117.493012099854,26.2037143737689,122.059022716609,0,0,0
20160930_S01_001_9,121.366622604098,193.854985001779,29.9464105953531,265.950511961982,0,1,0
20160930_S01_001_10,150.240300591456,168.331372272164,31.7310077762612,224.29684425629,0,1,0
20160930_S01_002_5,108.478612673902,208.49282516614,25.0161403638858,-58.8652500952772,0,1,0
20160930_S01_002_6,144.4748242919,232.62055217179,28.1452362402142,234.165534218781,0,1,0
20160930_S01_002_7,127.88189974583,162.972108064829,32.3496969355777,-2.89748994489883,0,1,0
20160930_S01_002_8,118.797961835906,224.943764036032,23.8477805328057,81.3530857287761,0,1,0
20160930_S01_002_10,119.217586250474,126.412634062092,32.82588651586,229.209538832767,0,1,0
20160930_S01_002_11,209.505620766176,273.695420170521,32.258785914506,251.072143883285,0,1,0
20160930_S01_002_16,167.481449626332,124.777455990991,45.3758011259103,208.200117570302,0,0,0
20160930_S01_003_1,173.37303011846,271.143101840918,30.7418103394697,252.859655697087,0,0,0
20160930_S01_003_3,151.381532065256,223.908041930029,30.553335975746,227.922068268958,0,1,0
20160930_S01_003_4,343.297308689227,103.041178750515,29.2451951260871,173.770721003648,0,1,0
20160930_S01_003_5,219.794765543612,109.773181316432,31.195629611092,-6.32435155420631,0,0,0
20160930_S01_003_6,155.1533446749,238.444662897161,31.4651507758623,106.985228298143,1,1,0
20160930_S01_003_7,204.213795737142,179.929454157087,35.7239727514305,205.449191514421,0,1,0
20160930_S01_003_8,179.527179799515,108.293223180453,35.8663331522916,187.983992940951,1,0,0
20160930_S01_003_9,272.348360199492,98.7435933116623,37.175923245907,175.51908281623,0,1,0
20160930_S01_003_13,282.848713864011,89.1051738123312,46.4878870742497,-13.0517873044049,1,0,0
20160930_S01_004_1,156.840939506778,107.573048600568,26.3856161846295,40.5546886206777,0,1,0
20160930_S01_004_6,200.855518029932,145.689154371373,31.5439204420609,86.6588752874775,0,0,0
20160930_S01_006_2,157.039885238051,140.328354854699,26.7879424341967,187.548015006169,0,0,0
20160930_S01_006_3,150.632105641046,161.516209031106,22.2360584479848,9.57483311296116,0,0,0
20160930_S01_006_4,83.8889104233309,166.9146334209,26.2301944432185,90.4856149279973,0,1,0
20160930_S01_006_5,143.998686988487,251.49622991081,29.5920865544446,256.557563504093,0,0,0
20160930_S01_006_6,189.522079330127,124.731434792446,35.8076848120462,-35.2082338597224,1,1,0
20160930_S01_006_7,211.708031738121,64.9875703140902,39.436893757954,1.29026400296996,0,0,0
20160930_S01_007_1,140.415097152325,203.770251782746,26.4373373639707,-70.8023178937768,0,0,0
20160930_S01_007_2,204.79134800533,148.617460204751,24.1043531470722,-23.6532809882691,0,1,0
20160930_S01_007_3,159.851225063106,265.607985034922,23.0399853068246,123.958801844713,0,1,0
20160930_S01_007_4,124.183576789495,241.83827095804,25.8754156350865,-88.5734214215765,0,0,0
20160930_S01_007_5,327.746019007753,127.270521290096,23.5829636430172,158.972853974158,0,0,0
20160930_S01_007_6,198.519800171915,237.945881407956,30.5745693501226,-85.350788079683,0,1,0
20160930_S01_007_7,275.80323097132,210.758008007515,27.0427947133857,170.478678648675,0,0,0
20160930_S01_007_8,107.866196224122,202.123711142226,27.6937764711223,88.9421124996889,0,1,0
20160930_S01_007_9,253.235088477782,122.824648262172,30.0547811473638,-20.9377162612711,0,0,0
20160930_S01_009_1,111.970627220374,205.612141374308,21.7018805319343,95.6190978425546,1,0,0
20160930_S01_009_2,275.621263916082,276.58401526303,27.7085618738656,56.093511675919,1,0,0
20160930_S01_009_3,267.355111972962,192.968213939953,25.0022029368627,185.867301021438,0,0,0
20160930_S01_009_4,156.014184905177,117.252704031465,26.6844721413672,-22.5117302462685,0,1,0
20160930_S01_009_5,134.114154986367,264.276280337989,26.1923723168123,266.068967910172,0,0,0
20160930_S01_009_6,213.551132474766,234.649748644885,27.0892873158106,117.632280074968,1,0,0
20160930_S01_009_8,231.534023517611,285.266008722831,37.5689291695399,-67.486317798067,0,1,0
20160930_S01_010_1,153.797014556665,156.978107416538,19.0756125366587,212.844061440594,0,0,0
20160930_S01_010_2,109.81661679506,234.555566308016,25.0161813204304,249.515938071864,0,0,0
20160930_S01_010_3,189.625197094579,212.834007599846,22.3322848472278,-61.9160787818911,0,1,0
20160930_S01_010_4,318.521234404129,243.461418047128,27.9636371576824,139.238656098643,0,0,0
20160930_S01_010_5,198.297188547593,265.42155553424,28.2533012614766,239.701357853672,0,1,0
20160930_S01_010_6,161.891222607218,179.240554037621,30.1231040658597,163.168616526307,0,1,0
20160930_S01_010_7,250.109950397816,217.995576417324,33.5319777622424,168.53719827112,0,1,0
20160930_S01_010_8,188.594391227162,112.897555292551,27.7382036393224,179.891254802205,1,1,0
20160930_S01_011_4,395.63705226931,169.511052733506,25.7056556467028,202.222918692735,0,1,0
20160930_S01_012_5,270.101716674941,152.177338029043,28.2019148721609,211.029586757159,0,0,0
20160930_S01_012_7,203.439349141216,168.555122241867,29.3070635454109,28.5039209004965,0,0,0
20160930_S01_012_8,226.739288204933,194.104111829645,41.9710072010925,45.4215747821533,0,1,0
20160930_S01_014_2,129.080754981145,159.099867257514,24.2129625349192,-44.8568401154588,0,1,0
20160930_S01_015_1,152.300435975704,139.908235439213,53.1377707890112,30.9806863699857,0,1,0
20160930_S01_015_2,173.410751200334,143.263895518143,42.520816044145,-46.8673434760106,1,1,0
20160930_S01_015_3,206.964141865359,129.549645158514,35.6205095707769,18.1056463829667,0,1,0
20160930_S01_015_5,105.116605567184,106.029991557863,33.1432179574655,21.5221745374167,0,1,0
20160930_S01_015_6,138.751209869811,199.749179438243,31.3879002532469,232.531850612682,0,1,0
20160930_S01_015_7,110.72452946343,110.576799687945,42.1138999673616,82.6337019432036,0,1,0
20160930_S01_015_8,191.512337245052,396.857371273363,50.1202791813469,-63.1650787170537,0,1,0
20160930_S01_015_9,203.061608752519,118.352582275796,40.5462564954576,-24.7771821184738,1,0,0
20160930_S01_015_10,116.056955386196,106.936617693832,47.2047745455435,13.4208831458906,0,0,0
20160930_S01_015_11,142.089914256731,75.3050488220926,37.7461326744382,9.23315403254216,0,1,0
20160930_S01_015_12,171.959078147029,178.946518014104,51.0085796111058,51.2346716474492,0,0,0
20160930_S01_015_14,202.872963271835,188.961082093374,39.8494832891971,-42.8067297667198,1,0,0
20160930_S01_018_1,222.054859399135,94.4282282620185,28.3689702908854,186.629821925031,0,1,0
20160930_S01_018_3,150.059950871968,209.632297876734,30.9603416137254,-81.9185460776503,0,0,0
20160930_S01_018_4,199.100214234706,93.7538891300391,23.3377294621729,-14.5369914934342,1,1,0
20160930_S01_018_5,158.302296512968,131.389605499746,29.1810008759842,203.931037455619,0,0,0
20160930_S01_018_6,145.136644574627,126.746707260331,35.5262283430238,-51.026597965684,0,0,0
20160930_S01_018_7,156.754901300952,117.533809704511,39.4593110756299,149.02717129012,0,0,0
20160930_S01_018_8,164.939284259241,175.323233550995,36.1265005053268,238.181224571,0,0,0
20160930_S01_018_9,223.3517904221,167.88718845005,39.5356662339021,131.119744806251,0,0,0
20160930_S01_018_10,166.99457165248,102.066196975458,39.7587287300491,-2.84279979196105,0,1,0
20160930_S01_018_11,167.065911306667,76.2987906385899,46.4201246070813,24.5393463902257,0,0,0
20160930_S01_018_12,160.975729139755,191.543430311213,37.0900496973435,-66.5271831567405,1,0,0
20160930_S01_018_16,226.967771970926,192.721561442502,32.1010217056126,225.374164004201,0,1,0
20160930_S01_019_1,107.734055697196,182.714130221612,33.1042491991894,68.0414143517533,0,1,0
20160930_S01_019_4,128.355250076511,150.555177278251,27.7212587217567,-1.5983147902076,0,1,0
20160930_S01_019_5,137.967223314372,128.383103981931,29.6144229964865,32.8375426889783,0,1,0
20160930_S01_019_6,154.483313992424,158.048020837061,36.6628981713894,249.006942955178,0,0,0
20160930_S01_019_7,224.305831296646,100.881698384936,29.3150514094649,184.471241265039,1,1,0
20160930_S01_019_8,208.139434628825,154.950438877956,26.7902788052968,158.672866308923,0,0,0
20160930_S01_019_10,168.314876872952,121.384332202333,38.7971967637435,193.654372397159,0,0,0
20160930_S01_019_14,130.754674896221,303.880232521293,47.4716953562639,-83.9152078744985,0,0,0
20160930_S01_019_15,101.781428365869,151.322433740354,45.6582797104998,264.503681114488,0,0,0
20160930_S01_022_1,110.136761871137,138.118223052371,38.1519095467371,120.648311346796,0,0,0
20160930_S01_022_3,141.598530352658,151.226506173665,23.8434763509965,206.243889229927,1,1,0
20160930_S01_022_5,167.137071049928,216.676303399907,26.7035151797079,76.754033367008,0,1,0
20160930_S01_022_6,200.310948859107,176.336889857836,30.8274323114647,4.79970855520629,0,1,0
20160930_S01_023_2,144.239233290988,179.017203837068,30.0950328158679,8.44384986339598,0,1,0
20160930_S01_023_3,102.877261880198,156.361983815838,28.3873680102631,-66.2059609849399,0,0,0
20160930_S01_023_5,101.317751983862,107.797184729832,38.5288208828901,226.459360317945,1,0,0
20160930_S01_023_6,169.427189829941,271.272148686218,37.9296875744186,-69.0850798354188,0,0,0
20160930_S01_023_8,122.589206945478,102.274383773829,30.8985579718099,8.52090206616026,0,1,0
20160930_S01_023_9,130.9710591133,113.181944084349,29.2266031457955,52.9914464611683,0,1,0
20160930_S01_023_12,181.658372306729,149.87297154386,35.7557228003347,-33.0147925774171,0,0,0
20160930_S01_023_14,188.38529225986,177.618357461541,37.59577105598,14.2474709751731,1,0,0
20160930_S01_024_1,137.862078245701,193.236114627461,23.4502606528781,22.6773673251619,0,1,0
20160930_S01_024_2,135.51840586131,116.293210958216,27.7942127502,163.0269577249,0,1,0
20160930_S01_024_3,141.344255022037,140.065788325309,28.9088742054199,-19.2062854405344,0,1,0
20160930_S01_024_4,204.115843531726,229.837872059742,31.1095548828608,-32.7112286504373,0,1,0
20160930_S01_024_5,179.985921488255,218.060679489201,34.5280955383888,36.5607276579649,1,0,0
20160930_S01_024_6,116.135768860857,127.974653369713,30.618149433875,11.7283519680673,1,0,0
20160930_S01_024_7,146.311706543707,134.804456408421,30.9186380430254,1.01107974379831,0,1,0
20160930_S01_024_8,156.201510047505,125.10034919367,42.7903759193785,51.6849776941382,0,1,0
20160930_S01_024_10,201.061299971549,117.775238563926,33.179232443156,160.048729715015,0,1,0
20160930_S01_027_1,229.350066661466,176.374321861415,23.6749154321294,-43.663345993567,0,0,0
20160930_S01_027_2,246.854827786378,140.250017916523,26.7313273993808,221.832624727622,0,1,0
20160930_S01_027_4,128.948819154897,203.140350047896,28.9313904456305,72.0109183071509,0,0,0
20160930_S01_027_5,126.449461753365,181.459915449994,28.8861451274593,89.8116098130819,0,1,0
20160930_S01_027_6,225.202015514627,113.943840821283,36.0716595814287,181.053029359642,0,0,0
20160930_S01_027_8,166.227369910763,243.38928651044,34.6654901272014,130.286530058166,0,0,0
20160930_S01_027_9,293.849161524168,128.418159711867,31.8916473583997,206.983973028265,0,0,0
20160930_S01_029_2,120.066711078928,90.8793598841419,28.2953106444605,33.4926156483975,0,0,0
20160930_S01_029_3,212.691144632007,179.199824457553,31.0062596531336,227.222807322252,0,1,0
20160930_S01_029_4,188.03373264644,234.711812158456,28.5579798626819,54.8690336649172,1,0,0
20160930_S01_029_5,157.493850314554,103.502028949079,35.138130466622,195.459747491559,1,0,0
20160930_S01_029_6,152.672599044897,183.603979633738,31.0546113206824,-26.5222746597794,0,0,0
20160930_S01_030_1,123.558196531686,140.705788845598,25.7911246710232,134.100479880915,0,0,0
20160930_S01_030_2,241.050844416673,191.810972544665,24.6083527572111,84.4556188700465,0,0,0
20160930_S01_030_3,142.283409712701,243.653583569671,31.8828813177319,94.6992323904536,1,0,0
20160930_S01_030_4,154.61010827803,148.202577715683,36.1656421003609,22.5389519490857,0,1,0
20160930_S01_030_5,119.21117591887,140.810566270004,30.1423911131954,50.8037808721663,0,0,0
20160930_S01_030_6,208.304522187602,113.770804361729,29.3261009588795,43.0394455048444,1,0,0
20160930_S01_030_7,185.450754125775,124.433892679722,26.4120613197788,181.690679431119,0,0,0
20160930_S01_030_8,193.282434384547,166.423552751018,34.1205650395791,46.6214849270622,0,0,0
20160930_S01_030_9,178.065790234209,114.059075480686,29.7838283861272,207.622017651789,0,1,0
20160930_S01_030_10,111.472458845827,233.129046378226,30.2371713338238,264.013892823997,0,1,0
20160930_S01_030_12,219.079615360976,171.563787088928,37.5576688476288,129.2397705194,0,0,0
20160930_S01_030_13,202.789753498143,227.680107069787,30.731460251987,179.697802396722,1,0,0
20160930_S01_036_3,190.173905856098,109.095404388974,23.0761796165565,-5.31115859228221,0,1,0
20160930_S01_036_8,91.0276582372402,135.708137291701,31.2766631168219,67.1403205619969,0,1,0
20160930_S01_036_9,100.828073106735,176.623307796748,39.0269781738083,70.7913877724965,0,0,0
20161220_C01_001_1,247.061047770567,307.11903348474,26.3298630781356,-57.452244473735,0,1,0
20161220_C01_001_4,205.2616047077,137.610072592416,24.712862871007,211.968259190843,1,0,0
20161220_C01_001_5,126.785566987954,98.459744343131,28.6481844892826,-43.1050295688223,0,1,0
20161220_C01_002_4,195.739135719586,289.140092576234,22.808528320554,81.8641962981087,0,0,0
20161220_C01_004_1,145.016280045304,229.911812576031,18.7069759637569,72.8653917504766,0,0,0
20161220_C01_004_3,106.827544369907,217.330453606946,20.977902423928,112.579338259798,1,0,0
20161220_C01_004_4,225.20975704237,213.768976882099,19.6107906633976,54.1456773426826,0,0,0
20161220_C01_004_5,266.666729107721,261.035469583545,20.9159631513502,-64.8960346448449,1,0,0
20161220_C01_005_1,170.394444767526,212.371824023727,19.6759166642436,97.9800664339248,0,1,0
20161220_C01_005_2,159.067462565611,327.743724041676,20.3381776365403,-64.766507888034,0,0,0
20161220_C01_005_3,219.73944004811,244.472544466006,21.3705402740712,-37.3453493297979,0,1,0
20161220_C01_005_4,347.727700921188,199.913037338353,22.5427416591035,154.89773368418,0,0,0
20161220_C01_005_5,256.830401042132,183.137472596771,21.488180839947,-22.482946308127,0,0,0
20161220_C01_005_6,382.534830889161,228.732565981231,22.4876495936539,146.47847654821,0,0,0
20161220_C01_006_2,272.496656146922,226.87654637004,22.4231410617814,-50.1934392955888,1,1,0
20161220_C01_006_3,275.223068365166,168.03271416173,20.2901206307046,181.000365688841,0,1,0
20161220_C01_006_4,267.066456008166,225.423670567135,23.6422427180247,46.1518627289451,0,0,0
20161220_C01_006_5,305.63198063421,179.797511244972,26.0942794301227,172.141369061636,0,0,0
20161220_C01_007_1,149.661985731057,187.494598544629,22.0766840549931,131.210817052134,0,0,0
20161220_C01_007_3,224.296986175503,145.471075677096,20.9609611761,-20.3016814563958,0,0,0
20161220_C01_007_4,190.91170341516,150.446751347636,23.0064332695069,-15.6219711758349,0,1,0
