im_id,com_x,com_y,com_z,angle_deg,flip_x,flip_y,flip_z
20160705_I01_010_7,122.834038491787,176.159784373475,28.2997896521663,86.7259730845184,0,0,0
20160705_I01_010_8,171.091066249277,191.789122223141,37.7595539054835,265.915575511981,0,0,0
20160705_I01_010_9,234.82504399719,183.620072857898,29.587895159947,23.7801754592077,0,0,0
20160705_I01_011_1,145.424119821794,292.847613397276,21.0540343446662,68.0847459729824,0,0,0
20160705_I01_011_2,260.058611563214,199.666831546979,24.404480769309,24.4584298822812,0,0,0
20160705_I01_011_3,335.711673653495,452.46385274343,21.1688422078265,-47.7214126502043,0,1,0
20160705_I01_011_4,127.293807482335,199.658292620949,22.4244675967671,69.4790187915335,0,1,0
20160705_I01_011_5,146.483710800613,228.062653294735,22.8449262243413,-87.0385221320887,0,1,0
20160705_I01_012_1,213.935675781538,135.752521117671,19.6180101390508,-17.4554427441311,0,1,0
20160705_I01_012_2,186.593960497364,240.450017439032,19.304537162361,-36.7791932015746,0,0,0
20160705_I01_013_2,130.05999993182,259.581863490397,27.7131624520185,-86.0082067727002,0,1,0
20160705_I01_013_3,110.604975658498,194.902266969123,20.5426384539144,79.9076506434745,0,1,0
20160705_I01_013_6,154.598333072368,196.490198393651,24.0724423031016,-52.5835793964209,0,1,0
20160705_I01_013_7,136.890254484024,198.362507969168,33.1577653646714,91.8190157421188,0,0,0
20160705_I01_013_8,124.833738594588,145.330342902033,32.2462786814443,196.825876976509,1,1,0
20160705_I01_014_1,189.422601332223,252.99946019499,18.8144153014263,99.2347052910756,0,1,0
20160705_I01_014_2,205.461816382278,223.458463253997,18.6580579537561,43.6283595093002,1,1,0
20160705_I01_014_3,167.131112613986,204.98098862677,19.2721464154213,236.708491907697,0,0,0
20160705_I01_014_4,237.122020169445,302.989872392836,17.6235477158849,60.0038618702105,1,0,0
20160705_I01_014_6,288.356703831639,233.375110122231,16.1334210213606,204.586183494146,0,1,0
20160705_I01_014_7,132.60739098737,257.339488877066,18.7731591495734,-73.5010604530489,0,1,0
20160705_I01_014_8,159.893161610045,305.689306600166,21.8457518006246,268.45419291139,0,1,0
20160705_I01_015_1,218.208050914102,210.384849721762,23.5056770946457,209.272481760333,0,0,0
20160705_I01_015_2,268.751805944785,181.066634443933,20.4932479430897,199.294303306642,0,0,0
20160705_I01_015_3,233.348597974259,202.673945624857,20.4989749447871,208.926978506128,0,1,0
20160705_I01_015_4,214.023459615924,128.556733123358,21.758326745046,200.561721823499,0,1,0
20160705_I01_015_5,149.644121913489,120.906027694959,20.0481664266865,156.471593897287,0,0,0
20160705_I01_015_6,199.350729160765,186.332118448234,22.9764414381994,-16.7478513585458,0,0,0
20160705_I01_015_7,167.205944169002,192.549027268808,24.1039600847884,218.590967105538,1,1,0
20160705_I01_015_8,277.940556004107,179.194513720682,24.0651695025069,200.072908715192,0,0,0
20160705_I01_016_1,165.34828195928,162.688364061256,20.2087137701765,-63.2433848939626,0,1,0
20160705_I01_016_2,116.357260267201,187.692415310272,19.5369520349017,101.520908086434,0,1,0
20160705_I01_016_3,103.146366551096,115.102829388714,19.0478723137365,19.6908924840195,0,0,0
20160705_I01_016_4,168.677254819192,190.585288737699,16.4808246219552,-52.4319621330718,1,1,0
20160705_I01_016_5,400.799566277445,193.196309597678,14.8243778818211,143.442541135407,0,1,0
20160705_I01_016_6,168.379200085607,265.965757263842,17.0204513722573,-69.5428120876571,1,0,0
20160705_I01_016_7,158.651985513893,164.381964322427,19.4559486344156,161.360841252143,0,1,0
20160705_I01_017_1,241.094944869323,209.114599875079,20.300688992972,67.959062552713,0,1,0
20160705_I01_017_2,163.279554220922,218.308338295063,20.3784320070413,-86.1514359438077,0,0,0
20160705_I01_017_3,291.322699122472,197.274659843827,21.6133288718994,216.23412479153,0,0,0
20160705_I01_017_4,166.743952652582,208.525015800984,21.4089612075919,135.18246274655,0,0,0
20160705_I01_017_5,150.887346244808,129.367280008703,24.8413999830784,203.713968257909,0,1,0
20160705_I01_017_6,158.409949080465,252.696416555092,24.6468810050711,-57.3576336945573,0,0,0
20160705_I01_017_7,250.084944760922,204.401352539984,25.8456529447793,163.253715923757,0,1,0
20160705_I01_018_1,174.785449938319,240.541164543332,21.505866183591,84.6882146505285,0,0,0
20160705_I01_018_3,145.04270022612,249.009040557593,19.1036149527012,-89.125278930482,0,1,0
20160705_I01_018_4,116.929418103448,265.610870425757,22.3221784834624,-87.7651891984869,0,1,0
20160705_I01_018_5,112.040463872326,180.954579533497,24.3379757102771,105.242822042829,0,1,0
20160705_I01_019_1,327.436232149036,120.942172774513,29.090303853587,199.021178128674,0,0,0
20160705_I01_019_3,206.901072535479,171.160632238595,27.8224743080855,17.0224807646788,1,1,0
20160705_I01_019_4,148.316216483761,219.538315271938,28.2118256536887,72.8074160120027,0,1,0
20160705_I01_019_5,207.88075539114,242.727723011002,28.9553622070207,246.019462503487,0,1,0
20160705_I01_019_6,168.902598175449,321.117933238854,27.9482733022902,242.635791378771,0,0,0
20160705_I01_019_7,356.668927627785,165.275857345772,33.5246502746986,186.507543477656,0,1,0
20160705_I01_020_1,247.159255856631,202.727424899186,17.0539290447351,116.956728092896,0,0,0
20160705_I01_020_3,106.072881834614,309.966130064769,18.9789501430938,-86.9306580761006,0,0,0
20160705_I01_020_4,166.56761799669,220.468228921101,20.6586407182625,3.54702334613933,0,1,0
20160705_I01_020_5,169.817820263966,371.434765891013,16.8251560031687,258.816659180157,0,1,0
20160705_I01_020_6,74.4001992796639,320.681327850554,18.7390745700952,109.093499326678,1,0,0
20160705_I01_021_1,221.250439713084,217.547249600584,23.9563257843328,-18.5165861143356,0,0,0
20160705_I01_021_2,266.926555262078,315.0270732659,24.4884768536583,43.8565420275174,0,1,0
20160705_I01_021_3,133.193717773734,133.297948892933,24.7649416135881,94.1483429695606,0,0,0
20160705_I01_021_5,167.526054461462,124.177243181168,26.1355924644425,147.008407618157,0,1,0
20160705_I01_022_2,146.036642939694,144.253496727994,27.3908756486729,113.322064432554,0,0,0
20160705_I01_022_3,145.67191653416,229.584744550114,19.8234674115231,242.879964543524,1,1,0
20160705_I01_022_4,177.141729187603,224.571168795514,16.7111066671864,251.138654690661,1,0,0
20160705_I01_022_5,150.49237817576,267.28479124689,19.9201211207042,-84.6726414849767,1,0,0
20160705_I01_022_6,276.4456622762,195.546262401642,26.1475895198996,48.9883948794325,0,0,0
20160705_I01_022_9,244.395977947837,127.514624041885,25.5598594841314,173.975734371482,1,1,0
20160705_I01_022_11,210.10609869562,351.910670758052,32.1833848775498,240.278104993634,0,1,0
20160705_I01_022_12,165.793016064828,116.396296559568,25.1784617571794,226.134250903252,1,0,0
20160705_I01_023_2,248.028958355811,164.662084400022,18.9149002952399,-16.6085601269032,1,0,0
20160705_I01_023_3,179.617196972044,244.94503826254,20.611733845566,-20.6815422564031,0,1,0
20160705_I01_023_4,174.346507197467,156.266027569722,22.6935385024944,26.7146211947149,0,0,0
20160705_I01_023_5,273.887407778613,346.075606225118,21.6834989838247,212.341648633917,0,1,0
20160705_I01_023_6,148.804034663215,166.854365961398,24.5860988408081,128.406514921337,1,0,0
20160705_I01_023_7,115.606551788155,130.230281345463,23.9853673355724,96.7179072307719,0,1,0
20160705_I01_024_2,152.902170261634,172.14533057819,21.6044799731256,87.340616950966,0,1,0
20160705_I01_024_3,145.669221952513,207.506570735033,22.8896939914827,-73.942734191651,0,1,0
20160705_I01_024_4,191.471079576073,276.639089986256,17.9684895626637,237.253696590838,0,1,0
20160705_I01_024_6,167.487615422207,221.229156732822,21.2818982761111,245.600509071735,1,0,0
20160705_I01_024_7,203.474761449173,218.300795201899,21.7349898578146,110.698498710744,0,1,0
20160705_I01_024_8,316.871194314157,193.827108460841,23.5591093264882,147.866044120257,0,0,0
20160705_I01_024_9,159.561383208186,334.607399478628,24.6983072328926,263.449233841418,0,1,0
20160705_I01_025_1,260.886515972294,196.209054935217,21.0385237486125,191.909007589004,1,0,0
20160705_I01_025_2,180.256173543269,175.814148141348,20.2517138449055,58.9937214125234,0,0,0
20160705_I01_025_4,158.892291046575,129.57389730986,21.7060620857757,230.568366619566,0,0,0
20160705_I01_025_6,98.6944409071948,224.497650778317,23.2008782137133,-53.0557517454632,0,1,0
20160705_I01_026_1,138.136390885587,218.463496888939,18.6529064977129,43.1817820411385,0,1,0
20160705_I01_026_2,259.010300071624,265.00866680452,19.9960007432115,165.479664006612,1,1,0
20160705_I01_026_3,172.099183455152,197.962942305713,20.7574352335227,-54.5196938727929,0,1,0
20160705_I01_026_4,190.001595031585,164.505801837173,19.416041615168,175.251215593304,0,0,0
20160705_I01_026_5,148.380645626986,178.908530649431,21.2693611035785,126.402444754047,1,1,0
20160705_I01_026_6,197.222514677668,210.971986071736,20.607570651309,119.247649830078,0,1,0
20160705_I01_026_7,168.507695954254,242.953340962624,22.5561567634031,144.964943713187,0,0,0
20160705_I01_027_2,166.185022650057,205.754566413202,20.8521254651351,59.8461791568549,0,0,0
20160705_I01_027_3,120.984069303603,253.762058475972,21.779972053635,254.728955961679,0,0,0
20160705_I01_027_4,115.596522076232,224.578843091919,26.0894831572681,90.2208516046966,0,1,0
20160705_I01_027_5,116.306295302013,151.860689038031,23.8172438478747,112.451040832076,0,0,0
20160705_I01_027_6,252.550510741528,191.040922864897,27.6186524444143,24.9047354409437,0,1,0
20160705_I01_027_7,120.64916832972,264.38644758904,26.6592953539394,73.1709073863076,0,0,0
20160705_I01_027_8,130.536521954626,205.840444274224,28.4507964043526,92.0106551333318,0,0,0
20160705_I01_027_9,189.946310122055,169.362390065534,30.5442694548845,-4.86177993532857,0,1,0
20160705_I01_027_10,152.278566411291,222.521681068984,22.9751008706732,251.852308270598,0,1,0
20160705_I01_028_1,161.209009685195,102.075968880357,15.9474314747189,72.7306964644006,0,1,0
20160705_I01_028_2,157.506549008745,153.656111748645,16.4602746230858,73.6367812401234,0,1,0
20160705_I01_028_3,169.092423695736,133.785284055444,15.9713113350909,63.8650915226798,0,0,0
20160705_I01_028_4,100.889338932203,321.462316949202,17.3592472631131,-55.3620479317792,0,1,0
20160705_I01_028_5,221.821885485636,169.670691954807,18.5725807898656,34.6681839687037,0,0,0
20160705_I01_028_6,151.113411301782,310.970582265041,16.9162156675983,-77.3228577797333,0,1,0
20160705_I01_028_7,173.56334421508,243.891889940971,17.5151162433974,232.448528591434,0,1,0
20160705_I01_028_8,132.346222024439,269.368826834288,16.7658285587139,-79.1735086098632,0,0,0
20160705_I01_029_2,321.198369984641,120.869959338176,25.1485965724638,-0.558100601944581,1,0,0
20160705_I01_029_3,355.738525395615,151.496950639509,23.5212307498801,184.302566306057,0,1,0
20160705_I01_029_4,186.520962322126,109.043051253021,21.3718395273548,205.004456643586,1,0,0
20160705_I01_029_5,239.483127684781,162.1301724439,22.6536252441321,209.8515587971,0,0,0
20160705_I01_030_1,197.533406997924,223.370997274198,18.5779576226929,54.0844199269786,1,1,0
20160705_I01_030_2,212.065339946951,145.314384618843,21.0522021249494,152.668652678727,0,1,0
20160705_I01_030_3,163.62574368233,278.048223872797,21.0698168355074,-64.4617573722819,0,1,0
20160705_I01_030_4,151.167353360374,201.135188627131,20.1505293645489,232.519178467536,0,1,0
20160705_I01_030_5,147.582285287396,115.022012821163,20.1004691690485,26.6866538391562,0,0,0
20160705_I01_030_6,97.4571868424687,236.935491863875,20.9997278480498,261.49582316819,0,0,0
20160705_I01_030_7,335.380769295126,175.448215085829,20.3719362893195,203.918080736471,0,0,0
20160705_I01_030_8,195.832448852559,180.074034617264,18.7824725181906,122.78803987378,0,0,0
20160705_I01_031_2,242.264210783473,224.710899805433,18.4086016501813,24.7378896614619,0,1,0
20160705_I01_031_3,182.943104481293,105.943657785865,22.7617138530075,14.3087725553396,0,0,0
20160705_I01_031_4,237.180418173601,141.007249892355,17.8276608540212,-23.8717761543244,1,1,0
20160705_I01_031_5,247.277521396157,170.983566358408,20.9453348752256,68.896896981801,0,0,0
20160705_I01_031_6,162.258076005163,182.176134841585,20.0055280909821,227.161240104616,0,1,0
20160705_I01_031_7,163.958916195988,179.37139339731,21.9423756946445,88.8991838275835,0,1,0
20160705_I01_031_8,178.576743430833,165.701309299633,21.4645704657935,40.5718972459841,0,1,0
20160705_I01_032_1,218.105644192359,126.509822311829,25.0944629476862,61.8825349826998,0,0,0
20160705_I01_032_2,145.422714760597,310.196562736071,19.9729049850511,90.5827598302315,1,1,0
20160705_I01_032_3,123.789136451501,170.902229724539,23.0184062836748,136.808578691062,1,1,0
20160705_I01_032_4,191.664217150637,364.442880131233,19.2636567457798,-84.3260532112121,0,0,0
20160705_I01_032_5,126.27129473554,186.801987270018,26.8077714070015,116.747080494485,0,1,0
20160705_I01_032_6,175.67934679834,267.785268162,24.7533566213164,28.3541047445438,0,1,0
20160705_I01_032_7,146.31684375,283.793259114583,22.8778229166667,92.9180630680076,0,1,0
20160705_I01_032_8,183.487019499532,360.757943821518,28.5222816972402,-65.6467837790478,0,0,0
20160705_I01_032_9,239.687411823844,266.177486738458,25.7532981109611,220.241871587235,0,1,0
20160705_I01_033_1,154.465108343886,181.534154706627,24.3348248205994,220.592065565533,1,1,0
20160705_I01_033_2,126.267594028589,212.345446270456,20.5450433447151,71.7798745321221,0,0,0
20160705_I01_033_3,262.509352087386,277.397063132825,24.1040450895307,230.499108938306,0,1,0
20160705_I01_033_4,164.936046835336,226.565121367282,20.6166150787841,116.673144503186,1,1,0
20160705_I01_033_5,243.535218811137,160.899033705023,26.1027639954078,-48.2504360529178,1,1,0
20160705_I01_033_6,218.765810476201,106.822531589071,25.772943389409,-9.21775593546649,0,1,0
20160705_I01_033_7,99.6420900561504,179.900988518499,27.9082717088959,107.119830082723,1,1,0
20160705_I01_033_9,115.343020926434,145.172034394551,34.2120750762782,182.5480890921,1,1,0
20160705_I01_034_1,193.822990091589,293.061190584742,27.5787552782399,-50.1194955835266,0,1,0
20160705_I01_034_2,163.1140211439,174.352857849103,27.3886066321874,150.346240334138,0,1,0
20160705_I01_034_3,362.570093239035,260.267433093782,30.5105938809779,-41.815882659648,1,0,0
20160705_I01_034_4,404.034440830036,208.097387326301,29.6535174678923,149.015864564887,0,0,0
20160705_I01_034_5,229.874986461088,158.942399095282,30.0215300563856,-25.563032015474,0,0,0
20160705_I01_034_6,192.414229474563,271.507589064095,29.637125144104,263.199959497725,1,1,0
20160705_I01_035_1,263.581023139841,278.350566492297,21.1944639592968,130.477626849207,0,0,0
20160705_I01_035_2,197.28939096529,130.635494944226,27.1479282843495,156.965743032534,0,1,0
20160705_I01_035_3,216.90662784495,138.858671171171,26.4589186225699,156.26555797126,1,1,0
20160705_I01_035_4,339.807445203941,190.908948151001,22.5574553662163,191.012371449011,0,1,0
20160705_I01_035_5,251.846109741321,156.117094333616,28.6037770479448,193.239920550213,0,1,0
20160705_I01_035_7,158.666454548249,146.352360970211,32.5092194657075,178.054924189491,0,1,0
20160705_I01_036_1,174.7873370662,133.91522405327,18.3390566657026,159.892794080254,0,1,0
20160705_I01_036_3,184.979715916256,255.032724514789,21.0100017229038,-83.5629520593648,0,0,0
20160705_I01_036_4,215.549740916523,190.658925849237,19.9114501415539,222.590162146945,1,1,0
20160705_I01_036_5,208.381851116524,202.699281576847,24.7412448574411,-62.0516706085784,1,0,0
20160705_I01_037_1,230.245556192822,250.573548882161,22.6744040086944,132.641890637601,0,0,0
20160705_I01_037_2,112.716585091064,261.002687891246,19.4405642146732,103.956425274169,1,0,0
20160705_I01_037_3,147.540722197403,193.663052085099,23.831602298461,-47.6810558982421,0,1,0
20160705_I01_037_4,107.437403808405,205.627801498765,23.4266459836644,249.805841460562,0,1,0
20160705_I01_037_5,133.104515571341,129.197842181399,26.0683436632639,230.579831182173,1,1,0
20160705_I01_037_6,171.959756538644,259.784096175148,27.2802659538395,-68.5752632359726,0,1,0
20160705_I01_037_7,224.764764668151,227.217363503104,23.1803610961978,136.388346144527,0,1,0
20160705_I01_038_1,100.074071144051,170.173034378426,23.2059804860446,70.764233426958,0,1,0
20160705_I01_038_2,268.535157078423,109.216484843222,22.3834189709789,182.270724344881,0,1,0
20160705_I01_038_3,167.448882171143,216.228655200289,23.755667123277,-76.0245936313988,0,1,0
20160705_I01_038_4,181.172805467936,187.52550273028,22.6492989095639,126.087987624345,0,0,0
20160705_I01_038_6,235.811099021503,91.7266960114437,32.6081958668757,-1.56218926356841,0,0,0
20160705_I01_039_1,230.837164410697,185.342386813002,16.5289612673885,-35.8683259120481,0,0,0
20160705_I01_039_2,165.002063092475,226.15355780199,13.0249537820084,124.403627316138,0,1,0
20160705_I01_039_3,320.074021807471,153.442295364721,14.4269013129678,181.592904152753,0,1,0
20160705_I01_040_1,267.405726828733,144.583223399001,25.55246446798,177.824772919034,0,0,0
20160705_I01_040_3,203.736223580311,255.10805397897,28.137777080254,18.8933822924018,0,1,0
20160705_I01_040_6,232.118654614356,168.168173205519,28.285287101258,3.96522996475276,1,0,0
20160705_I01_040_7,200.066480288681,321.921330661407,27.6232918527954,80.5758792676705,1,0,0
20160705_I01_040_9,156.371592479668,159.040678413424,33.2092955418348,151.310009086042,0,0,0
20160705_I01_040_11,213.436856214865,247.5201586964,37.3479137620027,232.964696715743,0,0,0
20160705_I01_041_1,198.838913301175,138.465822214455,20.1025912583194,-64.5353328269509,1,1,0
20160705_I01_041_2,235.033427317499,143.974493180115,19.7737923099951,194.080250334556,0,1,0
20160705_I01_041_3,166.115106639617,163.027518314388,19.6145546991679,68.3299587710363,0,1,0
20160705_I01_041_4,147.034143002294,169.693814905096,18.767462660936,231.189699859718,1,1,0
20160705_I01_041_5,199.961657699703,251.745871204874,21.555357231262,-53.8593706923374,0,0,0
20160705_I01_041_6,175.636745021969,120.685433245254,18.5057379094052,196.449855602953,1,1,0
20160705_I01_041_8,181.558262859367,263.270031186932,22.6344200388201,40.1906960042362,0,0,0
20160705_I01_042_1,125.632674921101,213.160887604805,22.3643168750795,240.58307228976,0,1,0
20160705_I01_042_2,153.835906567276,191.596317473659,23.5917221497195,72.7316640861165,1,0,0
20160705_I01_042_3,104.632300703209,258.502793266544,19.3612630606586,264.329722234675,0,0,0
20160705_I01_042_4,241.553751845509,211.317812555365,20.6251792358117,28.4762455491676,1,1,0
20160705_I01_042_6,205.984082688873,112.322804257151,24.0753190141856,-0.258230313598425,1,0,0
20160705_I01_042_7,293.280445691516,297.593229463276,23.4996338987276,229.717328350358,0,1,0
20160705_I01_042_8,278.742617575897,157.583816375559,24.3819602964939,185.194243598707,0,0,0
20160705_I01_042_9,142.667380187012,152.346789436684,28.1696385345504,247.663451361811,0,1,0
20160705_I01_043_1,171.77048921893,174.01205778944,19.3824018087721,60.5959897706784,0,0,0
20160705_I01_043_2,190.755429551779,228.708434491562,20.4849337759646,-70.0171628402722,0,1,0
20160705_I01_043_3,176.686075795625,120.546435447976,23.2798772580974,208.844170234998,0,1,0
20160705_I01_043_4,85.3913119789381,205.50674033545,23.6962756669144,253.133861876659,0,1,0
20160705_I01_043_5,108.437666391006,231.046240742694,26.5333466538642,-81.7857044483307,0,0,0
20160705_I01_043_6,185.267605155116,243.385419215676,24.7346606306135,257.359957969068,0,1,0
20160705_I01_043_7,214.897231590781,368.991032281378,25.3526941299285,-43.4372900175301,0,0,0
20160705_I01_043_8,184.339196842701,206.437228850981,25.2760677890684,139.922186937604,0,1,0
20160705_I01_043_9,201.578784771183,446.356561979233,23.2208896295347,261.614838771365,0,1,0
20160705_I01_044_1,190.625268849947,193.874697493726,19.6751122678915,-43.9327749297555,0,1,0
20160705_I01_044_2,237.480040670174,207.79624653451,18.0115174269168,123.311935370339,0,0,0
20160705_I01_044_3,163.708963419025,124.665132858069,18.5773943256283,74.8081390896153,0,0,0
20160705_I01_044_4,224.43355154568,220.158623716865,19.9011698636803,136.915911249028,1,0,0
20160705_I01_044_5,275.733506905343,160.71724064262,18.8012900784678,159.566183853165,1,0,0
20160705_I01_044_6,161.48973556403,159.397844248022,19.7777459386779,-53.1096829018328,1,1,0
20160705_I01_045_1,236.290427714136,180.768333754562,21.0971187925025,134.9081482604,0,0,0
20160705_I01_045_2,193.463493300586,173.014539122332,20.0293816523207,141.805194194202,0,0,0
20160705_I01_045_3,283.586466841552,132.77202362753,20.702919012248,176.694682857535,0,1,0
20160705_I01_046_2,274.69490080183,131.430948565882,27.8249338457242,-11.7678970582302,0,0,0
20160705_I01_046_4,157.553170819624,200.283660492728,24.4345230638032,219.854157539766,0,1,0
20160705_I01_046_6,206.409522483694,125.625118753563,27.3385657015255,12.8264734027467,0,0,0
20160705_I01_046_7,349.088847648215,274.946893998263,32.7020359281437,-24.8006844392181,1,1,0
20160705_I01_046_8,121.571333745544,259.964078526224,27.7564559540263,93.5889154196494,0,0,0
20160705_I01_046_9,155.839192674581,242.332161465084,34.3900895588159,266.329265065159,0,1,0
20160705_I01_047_1,238.279262000446,191.367079998099,18.3656611901166,28.2816452023123,1,0,0
20160705_I01_047_2,217.593516745608,130.465786556485,18.4521302921384,24.2001096047963,1,1,0
20160705_I01_047_3,210.647795923081,187.068620241163,20.7176575339136,-37.582343312729,0,1,0
20160705_I01_047_4,209.649362544142,156.759657346048,20.272443197124,212.600552714,0,1,0
20160705_I01_047_5,180.044258610658,170.820031259626,20.6554778501592,49.5695265133159,1,1,0
20160705_I01_047_6,159.29884292937,192.514207171507,17.9970339766416,-47.2448279786171,0,1,0
20160705_I01_047_7,153.321015699357,139.351701065634,21.0188140510291,121.663811792546,0,0,0
20160705_I01_047_8,225.636263691734,113.255456872691,22.2161835982854,195.500608955315,0,1,0
20160705_I01_048_1,305.984168459266,186.751625386686,19.9721291528178,-25.360057356359,0,0,0
20160705_I01_048_2,205.315494735366,143.591333512522,16.3033247244978,176.73536438266,0,0,0
20160705_I01_048_5,307.206815256838,185.657210050127,19.2917489555273,200.597298639567,0,1,0
20160705_I01_048_6,313.558134590067,166.90610181636,22.3860711747504,157.210106789281,0,1,0
20160705_I01_049_1,150.39430873637,190.225267018919,18.6048398870737,-62.0844746894742,0,0,0
20160705_I01_049_2,174.939902528479,142.214602788602,18.4130779273847,24.4194387837318,0,0,0
20160705_I01_049_4,213.007470382398,221.243166715024,19.7146799830807,64.1986628981492,1,1,0
20160705_I01_049_5,206.470545652384,197.141169091314,19.441814090156,168.886597912482,1,0,0
20160705_I01_050_1,210.736215125529,137.870253684075,25.8541816531999,42.8546953969989,0,1,0
20160705_I01_050_2,211.595814836464,255.106304891136,24.742805901866,250.887250572579,0,1,0
